stdg_Cd,bjd_Nm,vldsia_Rfld1_Area,vldsia_Rfld2_Area,vldsia_Rfld3_Area,vldsia_Rfld4_Area,vldsia_Rfld5_Area,vldsia_Rfld6_Area
4476031025,충청남도 부여군 규암면 호암리,13,4,3,2,0,0
4476025041,충청남도 부여군 부여읍 왕포리,4,4,5,2,1,2
4161035023,경기도 광주시 남종면 이석리,0,1,0,0,0,0
4161035025,경기도 광주시 남종면 귀여리,20,27,4,3,0,1
4161035026,경기도 광주시 남종면 검천리,8,21,6,4,0,2
4159035023,경기도 화성시 서신면 광평리,0,5,2,1,0,0
4159035024,경기도 화성시 서신면 장외리,0,1,0,0,0,0
4159034023,경기도 화성시 송산면 삼존리,1,5,12,5,5,8
4159032026,경기도 화성시 비봉면 쌍학리,2,2,2,1,0,0
4159032027,경기도 화성시 비봉면 청요리,2,10,5,3,1,1
4159032028,경기도 화성시 비봉면 자안리,1,2,4,0,1,1
4159033021,경기도 화성시 마도면 석교리,0,2,6,2,1,2
4159033023,경기도 화성시 마도면 송정리,0,3,4,1,1,6
4159033024,경기도 화성시 마도면 쌍송리,0,1,5,4,2,3
4159033026,경기도 화성시 마도면 슬항리,3,11,14,10,5,5
4159033027,경기도 화성시 마도면 해문리,0,2,2,1,0,0
4159033029,경기도 화성시 마도면 금당리,3,8,5,5,3,2
4673034021,전라남도 구례군 마산면 마산리,13,51,18,7,3,10
4681031000,전라남도 강진군 군동면,271,297,284,194,95,184
4683037000,전라남도 영암군 서호면,38,240,312,204,131,217
4683037022,전라남도 영암군 서호면 화송리,0,7,5,5,6,11
4683037023,전라남도 영암군 서호면 청용리,1,4,6,2,2,1
4683037025,전라남도 영암군 서호면 장천리,1,12,22,9,0,7
4683037026,전라남도 영암군 서호면 쌍풍리,1,23,55,24,8,12
4683037028,전라남도 영암군 서호면 성재리,9,61,34,37,20,25
4683037029,전라남도 영암군 서호면 금강리,4,51,87,51,34,58
4683038000,전라남도 영암군 학산면,35,216,325,167,126,200
4683038021,전라남도 영암군 학산면 묵동리,0,7,5,3,1,2
4683038022,전라남도 영암군 학산면 상월리,2,22,33,18,17,20
4723039025,경상북도 영천시 북안면 명주리,1,0,0,0,0,0
4723039027,경상북도 영천시 북안면 신대리,1,0,0,1,0,1
4723039028,경상북도 영천시 북안면 신리리,2,1,1,0,0,1
4723039030,경상북도 영천시 북안면 도천리,1,1,2,0,0,0
4723039031,경상북도 영천시 북안면 옥천리,1,0,0,0,0,2
4723039033,경상북도 영천시 북안면 고지리,1,0,1,1,0,0
4723039034,경상북도 영천시 북안면 임포리,-,-,-,-,-,-
4723039036,경상북도 영천시 북안면 자포리,1,1,2,0,1,1
4725012800,경상북도 상주시 초산동,17,40,38,24,18,34
4725013100,경상북도 상주시 부원동,2,4,1,8,2,3
4725013200,경상북도 상주시 죽전동,8,14,9,4,4,9
4725013300,경상북도 상주시 만산동,2,4,2,2,1,1
4822031023,경상남도 통영시 용남면 장문리,2,8,9,5,4,8
4822031024,경상남도 통영시 용남면 삼화리,7,16,10,5,3,9
4822031025,경상남도 통영시 용남면 원평리,8,15,10,9,9,29
4822031026,경상남도 통영시 용남면 장평리,-,-,-,-,-,-
4827038028,경상남도 밀양시 무안면 동산리,8,4,1,0,0,0
4827038023,경상남도 밀양시 무안면 삼태리,1,9,8,2,0,0
4874039024,경상남도 창녕군 장마면 초곡리,7,1,1,0,0,0
4723035023,경상북도 영천시 화남면 신호리,0,0,1,0,0,0
4723035024,경상북도 영천시 화남면 사천리,0,0,1,0,0,0
4723035026,경상북도 영천시 화남면 선천리,0,0,1,0,0,0
4723035027,경상북도 영천시 화남면 삼창리,0,0,4,0,0,0
4723035029,경상북도 영천시 화남면 안천리,0,0,3,0,0,0
4723035030,경상북도 영천시 화남면 온천리,0,0,2,0,0,0
4723035032,경상북도 영천시 화남면 용계리,-,-,-,-,-,-
4723036000,경상북도 영천시 자양면,0,0,9,4,0,0
4723036021,경상북도 영천시 자양면 보현리,0,0,2,0,0,0
4723038035,경상북도 영천시 고경면 동도리,0,1,1,0,0,0
4723038036,경상북도 영천시 고경면 차당리,0,4,1,0,0,0
4824035029,경상남도 사천시 곤양면 가화리,1,2,0,0,0,0
4824035031,경상남도 사천시 곤양면 중항리,1,5,5,7,4,6
4824035032,경상남도 사천시 곤양면 무고리,16,39,38,20,9,27
4824036000,경상남도 사천시 곤명면,238,228,162,80,44,81
4824034025,경상남도 사천시 축동면 반용리,2,10,4,6,6,4
4824033021,경상남도 사천시 용현면 송지리,5,13,17,11,2,10
4824033022,경상남도 사천시 용현면 선진리,1,1,6,7,5,12
4824033024,경상남도 사천시 용현면 신촌리,0,1,2,1,5,6
4824033025,경상남도 사천시 용현면 온정리,1,6,6,4,4,8
4824033027,경상남도 사천시 용현면 석계리,0,6,4,2,1,2
4824033028,경상남도 사천시 용현면 구월리,4,5,4,3,1,4
4824033031,경상남도 사천시 용현면 주문리,0,4,9,9,6,13
4776031045,경상북도 영양군 입암면 병옥리,4,10,6,4,2,5
4776031046,경상북도 영양군 입암면 흥구리,7,16,22,20,6,62
4776032000,경상북도 영양군 청기면,104,154,76,42,27,54
4790041042,경상북도 예천군 풍양면 효갈리,9,3,3,3,5,4
4723025028,경상북도 영천시 금호읍 신월리,-,-,-,-,-,-
4723032027,경상북도 영천시 신녕면 화성리,-,-,-,-,-,-
4723032028,경상북도 영천시 신녕면 완전리,0,1,3,0,0,0
4723032031,경상북도 영천시 신녕면 가천리,0,0,1,0,0,0
4723033000,경상북도 영천시 화산면,2,29,106,16,8,7
4723033022,경상북도 영천시 화산면 덕암리,0,2,6,2,0,0
4711300000,경상북도 포항시북구,381,1116,1034,860,277,515
4711133000,경상북도 포항시남구 장기면,15,56,60,88,18,37
4711133021,경상북도 포항시남구 장기면 읍내리,-,-,-,-,-,-
4711133022,경상북도 포항시남구 장기면 마현리,2,2,14,17,0,1
4711133024,경상북도 포항시남구 장기면 영암리,0,1,1,0,0,1
4825032026,경상남도 김해시 주촌면 양동리,0,3,1,1,1,1
4773046037,경상북도 의성군 안평면 석탑리,-,-,-,-,-,-
4773046039,경상북도 의성군 안평면 신안리,-,-,-,-,-,-
4773046040,경상북도 의성군 안평면 대사리,0,1,0,0,0,0
4723011700,경상북도 영천시 본촌동,-,-,-,-,-,-
4723011900,경상북도 영천시 괴연동,-,-,-,-,-,-
4721038000,경상북도 영주시 단산면,70,248,119,30,5,4
4713032028,경상북도 경주시 양남면 읍천리,4,1,1,0,0,0
4889041030,경상남도 합천군 대양면 백암리,5,3,4,1,0,0
4889041031,경상남도 합천군 대양면 오산리,2,3,3,1,1,1
4889042021,경상남도 합천군 쌍백면 대곡리,1,5,4,2,1,1
4889042023,경상남도 합천군 쌍백면 평구리,2,4,6,3,3,2
4889042024,경상남도 합천군 쌍백면 평지리,2,8,6,3,2,2
4889037030,경상남도 합천군 쌍책면 오서리,0,3,1,1,4,1
4889038000,경상남도 합천군 덕곡면,22,17,22,13,9,12
4889038022,경상남도 합천군 덕곡면 장리,2,2,3,1,1,0
4889038024,경상남도 합천군 덕곡면 학리,6,3,5,4,1,2
4889038025,경상남도 합천군 덕곡면 율지리,4,4,3,2,2,2
4713025026,경상북도 경주시 감포읍 노동리,0,1,0,0,0,0
4713025028,경상북도 경주시 감포읍 호동리,1,1,1,0,0,0
4113111100,경기도 성남시수정구 심곡동,-,-,-,-,-,-
4711133041,경상북도 포항시남구 장기면 대곡리,0,2,3,2,0,3
4711133043,경상북도 포항시남구 장기면 정천리,2,3,1,0,1,0
4715044000,경상북도 김천시 대덕면,2,4,3,2,1,0
4715044021,경상북도 김천시 대덕면 연화리,0,1,1,0,0,0
4715044023,경상북도 김천시 대덕면 외감리,-,-,-,-,-,-
4715044025,경상북도 김천시 대덕면 가례리,-,-,-,-,-,-
4715044026,경상북도 김천시 대덕면 조룡리,0,0,1,0,0,0
4715044028,경상북도 김천시 대덕면 관기리,0,0,1,1,0,0
4687037025,전라남도 영광군 법성면 덕흥리,6,22,57,26,21,73
4889036029,경상남도 합천군 초계면 대평리,6,4,5,6,1,0
4889036030,경상남도 합천군 초계면 유하리,2,5,3,4,1,0
4889037000,경상남도 합천군 쌍책면,8,27,36,33,20,21
4161010100,경기도 광주시 경안동,2,5,0,0,0,0
3171025626,울산광역시 울주군 온양읍 삼광리,3,5,3,5,0,0
4423034030,충청남도 논산시 상월면 학당리,9,4,3,1,1,3
4423034031,충청남도 논산시 상월면 주곡리,4,16,5,2,1,2
4423034032,충청남도 논산시 상월면 한천리,12,37,32,37,9,41
4423035000,충청남도 논산시 부적면,157,356,241,159,128,199
4423035021,충청남도 논산시 부적면 마구평리,5,9,11,9,8,16
4717025026,경상북도 안동시 풍산읍 회곡리,3,3,2,1,0,0
4717025027,경상북도 안동시 풍산읍 계평리,5,6,4,1,0,1
4717025029,경상북도 안동시 풍산읍 수곡리,4,2,0,1,0,1
4159000000,경기도 화성시,859,3160,2267,1325,1034,985
4161033025,경기도 광주시 도척면 상림리,11,42,21,9,7,20
4686038028,전라남도 함평군 월야면 예덕리,3,20,12,6,6,8
4686034022,전라남도 함평군 엄다면 송로리,27,41,22,11,8,31
4717041026,경상북도 안동시 예안면 삼계리,1,4,0,0,0,0
4717041027,경상북도 안동시 예안면 도촌리,-,-,-,-,-,-
4717040024,경상북도 안동시 임동면 갈전리,3,3,2,1,0,8
4159033030,경기도 화성시 마도면 고모리,1,6,1,1,0,0
4159034021,경기도 화성시 송산면 사강리,0,0,1,2,0,0
4159034022,경기도 화성시 송산면 봉가리,0,1,1,1,1,0
4159032025,경기도 화성시 비봉면 구포리,1,25,25,10,7,7
4882000000,경상남도 고성군,608,1699,1471,949,546,1177
4882025000,경상남도 고성군 고성읍,89,299,197,118,65,110
4719011300,경상북도 구미시 공단동,-,-,-,-,-,-
4719032026,경상북도 구미시 옥성면 산촌리,4,6,3,3,2,0
4719032027,경상북도 구미시 옥성면 태봉리,4,3,2,1,2,1
4683038024,전라남도 영암군 학산면 학계리,1,15,15,9,11,13
4681025035,전라남도 강진군 강진읍 서산리,11,18,8,3,2,0
4713025025,경상북도 경주시 감포읍 오류리,2,2,0,0,1,1
4773044042,경상북도 의성군 다인면 덕지리,1,3,5,4,2,7
4773044043,경상북도 의성군 다인면 덕미리,0,1,1,2,1,5
4725041031,경상북도 상주시 화서면 하송리,1,1,1,1,1,0
4725040024,경상북도 상주시 화동면 어산리,1,0,2,1,0,0
4725040025,경상북도 상주시 화동면 신촌리,3,3,2,1,1,2
4725040027,경상북도 상주시 화동면 보미리,1,1,2,1,0,0
4725040028,경상북도 상주시 화동면 양지리,1,1,2,0,0,0
4725041000,경상북도 상주시 화서면,19,29,21,17,7,9
4725041021,경상북도 상주시 화서면 신봉리,1,2,2,1,0,1
4725041023,경상북도 상주시 화서면 달천리,3,3,3,0,0,0
4884033024,경상남도 남해군 삼동면 동천리,1,3,1,7,6,0
4884033025,경상남도 남해군 삼동면 봉화리,11,43,40,23,52,1
4884034000,경상남도 남해군 미조면,3,4,2,1,1,0
4884034021,경상남도 남해군 미조면 송정리,3,4,2,1,1,0
4713036023,경상북도 경주시 현곡면 하구리,10,34,18,7,4,4
4713036025,경상북도 경주시 현곡면 무과리,2,2,0,0,0,0
4713036026,경상북도 경주시 현곡면 남사리,2,2,1,0,0,0
4713036028,경상북도 경주시 현곡면 래태리,1,2,1,1,0,0
4713034026,경상북도 경주시 산내면 의곡리,0,3,2,0,0,1
4713034027,경상북도 경주시 산내면 내일리,1,4,0,0,0,0
4713034028,경상북도 경주시 산내면 우라리,0,1,1,0,0,0
4713035000,경상북도 경주시 서면,24,69,20,10,7,19
4713035021,경상북도 경주시 서면 천촌리,0,4,0,0,0,0
4713033031,경상북도 경주시 내남면 안심리,3,8,2,2,2,7
4713033032,경상북도 경주시 내남면 박달리,2,3,1,1,0,0
4889035030,경상남도 합천군 율곡면 문림리,1,7,3,3,1,1
4889035031,경상남도 합천군 율곡면 본천리,1,8,4,3,1,3
4889035033,경상남도 합천군 율곡면 제내리,3,5,4,2,2,1
4889035034,경상남도 합천군 율곡면 임북리,4,8,4,2,1,0
4889036021,경상남도 합천군 초계면 아막리,-,-,-,-,-,-
4889033031,경상남도 합천군 가야면 황산리,1,1,2,1,0,3
4889033032,경상남도 합천군 가야면 야천리,0,1,1,0,0,1
4889033033,경상남도 합천군 가야면 구원리,1,0,1,0,0,0
4889034000,경상남도 합천군 야로면,7,57,99,64,33,60
4889034021,경상남도 합천군 야로면 덕암리,1,2,2,1,0,1
4889034023,경상남도 합천군 야로면 정대리,3,4,3,2,0,1
4824034000,경상남도 사천시 축동면,9,47,32,29,22,41
4824034021,경상남도 사천시 축동면 배춘리,2,16,9,9,4,11
4824034022,경상남도 사천시 축동면 길평리,0,1,0,0,0,0
4824034024,경상남도 사천시 축동면 탑리,1,6,6,6,3,11
4824033000,경상남도 사천시 용현면,22,81,101,68,36,83
4831033024,경상남도 거제시 남부면 다대리,5,6,3,2,1,2
4831033025,경상남도 거제시 남부면 갈곶리,-,-,-,-,-,-
4831034000,경상남도 거제시 거제면,86,42,40,1993,19,52
4831034021,경상남도 거제시 거제면 법동리,3,1,1,1,0,1
4831034023,경상남도 거제시 거제면 내간리,7,2,2,1,1,3
4831037029,경상남도 거제시 연초면 천곡리,11,5,4,3,2,6
4888038021,경상남도 거창군 남하면 무릉리,31,32,13,7,3,6
4888038023,경상남도 거창군 남하면 둔마리,6,21,7,9,2,8
4888038024,경상남도 거창군 남하면 지산리,73,69,31,26,25,18
4711133025,경상북도 포항시남구 장기면 신창리,1,6,1,0,0,0
4711133027,경상북도 포항시남구 장기면 계원리,1,1,0,9,0,3
4711133029,경상북도 포항시남구 장기면 수성리,0,2,4,4,0,1
4711133030,경상북도 포항시남구 장기면 임중리,1,10,8,8,7,0
4711133032,경상북도 포항시남구 장기면 산서리,0,1,3,9,0,1
4711133034,경상북도 포항시남구 장기면 금오리,0,0,1,2,1,0
4711312100,경상북도 포항시북구 장성동,-,-,-,-,-,-
4711312200,경상북도 포항시북구 양덕동,0,2,0,0,0,0
4713025928,경상북도 경주시 외동읍 개곡리,1,17,17,7,42,2
4725041029,경상북도 상주시 화서면 지산리,0,1,2,1,1,1
4725041030,경상북도 상주시 화서면 상곡리,2,4,2,1,1,0
4713013600,경상북도 경주시 신평동,-,-,-,-,-,-
4713013700,경상북도 경주시 덕동,-,-,-,-,-,-
4713013800,경상북도 경주시 암곡동,1,1,0,0,0,0
4713013900,경상북도 경주시 황용동,0,0,1,0,0,0
4713014000,경상북도 경주시 북군동,0,1,0,0,0,0
4713014100,경상북도 경주시 손곡동,-,-,-,-,-,-
4713014200,경상북도 경주시 율동,1,5,2,0,0,1
4713014400,경상북도 경주시 석장동,-,-,-,-,-,-
4713025000,경상북도 경주시 감포읍,7,14,7,4,2,2
4713025022,경상북도 경주시 감포읍 전동리,1,2,1,1,0,0
4713025023,경상북도 경주시 감포읍 전촌리,1,2,1,0,0,0
4884033000,경상남도 남해군 삼동면,16,58,62,56,102,2
4884033022,경상남도 남해군 삼동면 지족리,1,2,1,4,7,1
4713032000,경상북도 경주시 양남면,22,24,12,6,2,5
4713032021,경상북도 경주시 양남면 하서리,9,4,1,1,0,1
4713032023,경상북도 경주시 양남면 신서리,1,2,1,0,0,1
4713036030,경상북도 경주시 현곡면 오류리,4,10,6,2,1,1
4713035022,경상북도 경주시 서면 아화리,13,6,2,1,1,0
4713035023,경상북도 경주시 서면 도계리,0,2,1,0,0,0
4713037022,경상북도 경주시 강동면 호명리,1,5,3,7,0,3
4713035026,경상북도 경주시 서면 심곡리,3,6,0,0,0,0
4713035027,경상북도 경주시 서면 사라리,1,10,1,0,0,0
4713036000,경상북도 경주시 현곡면,36,100,45,17,8,11
4713036022,경상북도 경주시 현곡면 소현리,2,11,4,3,1,1
4889033021,경상남도 합천군 가야면 죽전리,2,3,1,1,1,1
4889034026,경상남도 합천군 야로면 구정리,0,28,8,3,11,2
4889034027,경상남도 합천군 야로면 금평리,0,5,20,11,6,15
4889034029,경상남도 합천군 야로면 매촌리,0,2,12,8,2,14
4889034031,경상남도 합천군 야로면 하림리,1,3,3,1,0,1
4889032025,경상남도 합천군 묘산면 관기리,0,0,2,0,1,3
4889032026,경상남도 합천군 묘산면 광산리,1,1,4,0,1,1
4889032028,경상남도 합천군 묘산면 산제리,0,1,4,3,2,4
4889032029,경상남도 합천군 묘산면 가산리,0,1,2,4,2,4
4889032031,경상남도 합천군 묘산면 거산리,1,9,3,3,1,0
4889033000,경상남도 합천군 가야면,68,83,95,47,25,57
4889034024,경상남도 합천군 야로면 월광리,1,4,4,4,1,1
4715044029,경상북도 김천시 대덕면 화전리,-,-,-,-,-,-
4717013800,경상북도 안동시 석동동,1,4,0,0,0,1
4717014100,경상북도 안동시 수상동,1,2,2,0,0,0
4717012800,경상북도 안동시 안기동,0,1,0,0,0,0
4717013000,경상북도 안동시 성곡동,0,2,0,1,0,0
4717013200,경상북도 안동시 안막동,0,5,1,0,0,0
4717013300,경상북도 안동시 옥동,2,2,9,0,0,0
4717025030,경상북도 안동시 풍산읍 노리,0,2,0,1,0,0
4717025032,경상북도 안동시 풍산읍 만운리,3,4,1,0,0,0
4717036022,경상북도 안동시 남후면 무릉리,3,3,2,1,1,1
4717036023,경상북도 안동시 남후면 개곡리,1,3,1,0,0,0
4717036025,경상북도 안동시 남후면 고하리,1,2,1,1,0,0
4717036026,경상북도 안동시 남후면 고상리,1,2,1,1,0,0
4717036028,경상북도 안동시 남후면 하아리,0,1,0,0,0,0
4717036029,경상북도 안동시 남후면 단호리,3,2,3,1,0,2
4717037021,경상북도 안동시 남선면 이천리,2,1,0,0,0,0
4717034024,경상북도 안동시 풍천면 광덕리,7,15,18,17,15,50
4717037024,경상북도 안동시 남선면 신흥리,-,-,-,-,-,-
4717035031,경상북도 안동시 일직면 송리리,1,3,1,0,0,0
4686034023,전라남도 함평군 엄다면 신계리,13,24,15,4,3,11
4686034025,전라남도 함평군 엄다면 영흥리,38,47,26,11,9,30
4686034027,전라남도 함평군 엄다면 성천리,104,18,7,7,5,16
4686034028,전라남도 함평군 엄다면 화양리,74,28,19,6,5,16
4686035000,전라남도 함평군 대동면,82,397,322,198,166,350
4686035022,전라남도 함평군 대동면 금곡리,7,50,41,25,23,34
4686035023,전라남도 함평군 대동면 백호리,4,22,26,14,11,25
4686035025,전라남도 함평군 대동면 강운리,3,42,55,34,23,54
4686035027,전라남도 함평군 대동면 덕산리,9,28,12,11,6,11
4686035028,전라남도 함평군 대동면 용성리,1,20,23,14,17,42
4683038027,전라남도 영암군 학산면 독천리,2,10,21,7,3,6
4683038028,전라남도 영암군 학산면 신덕리,1,9,26,11,7,7
4717039024,경상북도 안동시 길안면 금곡리,-,-,-,-,-,-
4717039025,경상북도 안동시 길안면 송사리,1,0,0,0,0,0
4717039026,경상북도 안동시 길안면 대사리,1,1,0,0,0,0
