alfisols_Area,andisols_Area,bjd_Nm,entisols_Area,etc_Area,histosols_Area,inceptisols_Area,mollisols_Area,stdg_Cd,ultisols_Area
14,0,전북특별자치도 김제시 만경읍 대동리,0,10,0,142,0,5221025023,179
47,0,전북특별자치도 김제시 만경읍 송상리,0,0,0,65,0,5221025024,53
130,0,전북특별자치도 김제시 만경읍 소토리,0,57,0,116,0,5221025025,53
185,0,전북특별자치도 김제시 만경읍 화포리,0,260,0,173,0,5221025026,75
59,0,전북특별자치도 김제시 만경읍 몽산리,0,0,0,94,0,5221025027,71
1934,0,전북특별자치도 김제시 죽산면,0,548,0,908,0,5221032000,268
296,0,전북특별자치도 김제시 죽산면 죽산리,0,22,0,68,0,5221032021,40
160,0,전북특별자치도 김제시 죽산면 홍산리,0,3,0,114,0,5221032022,69
174,0,전북특별자치도 김제시 죽산면 옥성리,0,2,0,91,0,5221032023,140
263,0,전북특별자치도 김제시 죽산면 종신리,0,6,0,62,0,5221032024,18
259,0,전북특별자치도 김제시 죽산면 대창리,0,298,0,96,0,5221032025,0
332,0,전북특별자치도 김제시 죽산면 서포리,0,125,0,228,0,5221032026,0
223,0,전북특별자치도 김제시 죽산면 연포리,0,85,0,137,0,5221032027,0
227,0,전북특별자치도 김제시 죽산면 신흥리,0,9,0,112,0,5221032028,0
272,0,전북특별자치도 김제시 백산면,0,82,0,1134,0,5221033000,1453
12,0,전북특별자치도 김제시 백산면 하정리,0,62,0,105,0,5221033021,214
14,0,전북특별자치도 김제시 백산면 상정리,0,0,0,204,0,5221033025,247
886,0,강원특별자치도 횡성군 둔내면,312,166,0,11301,0,5173033000,116
149,0,강원특별자치도 횡성군 둔내면 현천리,32,29,0,1138,0,5173033021,0
124,0,강원특별자치도 횡성군 둔내면 둔방내리,3,7,0,505,0,5173033022,0
88,0,강원특별자치도 횡성군 둔내면 영랑리,16,29,0,448,0,5173033023,0
68,0,강원특별자치도 횡성군 둔내면 조항리,46,17,0,877,0,5173033024,0
85,0,강원특별자치도 횡성군 둔내면 우용리,24,13,0,667,0,5173033025,0
55,0,강원특별자치도 횡성군 둔내면 두원리,38,6,0,777,0,5173033026,0
40,0,강원특별자치도 횡성군 둔내면 자포곡리,8,12,0,464,0,5173033027,0
79,0,강원특별자치도 횡성군 둔내면 석문리,32,14,0,611,0,5173033028,0
31,0,강원특별자치도 횡성군 둔내면 삽교리,45,18,0,3641,0,5173033029,112
103,0,강원특별자치도 횡성군 둔내면 마암리,10,10,0,584,0,5173033030,0
52,0,강원특별자치도 횡성군 둔내면 화동리,9,10,0,502,0,5173033031,4
10,0,강원특별자치도 횡성군 둔내면 궁종리,5,0,0,180,0,5173033032,0
0,0,강원특별자치도 횡성군 둔내면 태기리,42,1,0,909,0,5173033033,0
269,0,강원특별자치도 횡성군 갑천면,622,270,0,11217,0,5173034000,0
10,0,강원특별자치도 횡성군 갑천면 중금리,5,29,0,462,0,5173034021,0
11,0,강원특별자치도 횡성군 갑천면 부동리,8,34,0,159,0,5173034022,0
1,0,강원특별자치도 횡성군 갑천면 화전리,8,22,0,222,0,5173034023,0
27,0,강원특별자치도 횡성군 갑천면 구방리,12,16,0,791,0,5173034024,0
21,0,강원특별자치도 횡성군 갑천면 포동리,78,38,0,823,0,5173034025,0
30,0,강원특별자치도 횡성군 갑천면 매일리,33,15,0,689,0,5173034026,0
23,0,강원특별자치도 횡성군 갑천면 하대리,49,12,0,1149,0,5173034027,0
22,0,강원특별자치도 횡성군 갑천면 상대리,9,1,0,816,0,5173034028,0
39,0,강원특별자치도 횡성군 갑천면 율동리,10,8,0,500,0,5173034029,0
35,0,강원특별자치도 횡성군 갑천면 삼거리,24,13,0,514,0,5173034030,0
16,0,강원특별자치도 횡성군 갑천면 전촌리,77,16,0,582,0,5173034031,0
11,0,강원특별자치도 횡성군 갑천면 추동리,12,9,0,334,0,5173034032,0
10,0,전북특별자치도 김제시 백산면 상리,0,5,0,139,0,5221033026,139
0,0,전북특별자치도 김제시 백산면 조종리,0,0,0,177,0,5221033027,233
12,0,전북특별자치도 김제시 백산면 수록리,0,1,0,191,0,5221033028,224
55,0,전북특별자치도 김제시 백산면 부거리,0,3,0,145,0,5221033029,189
78,0,전북특별자치도 김제시 백산면 석교리,0,9,0,104,0,5221033030,147
92,0,전북특별자치도 김제시 백산면 하서리,0,2,0,68,0,5221033031,61
312,0,전북특별자치도 김제시 용지면,0,120,0,1367,0,5221034000,1694
27,0,전북특별자치도 김제시 용지면 구암리,0,6,0,84,0,5221034021,55
5,0,전북특별자치도 김제시 용지면 예촌리,0,5,0,156,0,5221034022,115
8,0,전북특별자치도 김제시 용지면 송산리,0,14,0,97,0,5221034023,55
24,0,전북특별자치도 김제시 용지면 봉의리,0,14,0,119,0,5221034024,126
19,0,전북특별자치도 김제시 용지면 와룡리,0,18,0,181,0,5221034025,108
26,0,전북특별자치도 김제시 용지면 효정리,0,5,0,104,0,5221034026,163
25,0,전북특별자치도 김제시 용지면 반교리,0,2,0,54,0,5221034027,35
12,0,전북특별자치도 김제시 용지면 용암리,0,9,0,87,0,5221034028,202
51,0,전북특별자치도 김제시 용지면 부교리,0,2,0,87,0,5221034029,218
9,0,전북특별자치도 김제시 용지면 신정리,0,18,0,116,0,5221034030,273
29,0,전북특별자치도 김제시 용지면 용수리,0,6,0,87,0,5221034031,178
77,0,전북특별자치도 김제시 용지면 장신리,0,22,0,196,0,5221034032,167
434,0,전북특별자치도 김제시 백구면,1,132,0,1169,0,5221035000,476
79,0,전북특별자치도 김제시 백구면 월봉리,0,17,0,48,0,5221035021,80
99,0,전북특별자치도 김제시 백구면 부용리,0,8,0,94,0,5221035022,137
71,0,전북특별자치도 김제시 백구면 유강리,0,29,0,147,0,5221035023,0
1,0,전북특별자치도 김제시 백구면 삼정리,0,11,0,39,0,5221035024,0
81,0,전북특별자치도 김제시 백구면 백구리,0,17,0,62,0,5221035025,34
45,0,전북특별자치도 김제시 백구면 반월리,0,16,0,105,0,5221035026,74
22,0,전북특별자치도 김제시 백구면 석담리,0,2,0,191,0,5221035027,58
15,0,전북특별자치도 김제시 백구면 학동리,0,1,0,144,0,5221035028,69
12,0,전북특별자치도 김제시 백구면 마산리,1,26,0,193,0,5221035029,4
9,0,전북특별자치도 김제시 백구면 영상리,0,5,0,146,0,5221035030,21
1680,0,전북특별자치도 김제시 부량면,0,63,0,197,0,5221036000,67
318,0,전북특별자치도 김제시 부량면 대평리,0,2,0,2,0,5221036021,6
169,0,전북특별자치도 김제시 부량면 월승리,0,11,0,44,0,5221036022,31
271,0,전북특별자치도 김제시 부량면 신두리,0,2,0,28,0,5221036023,29
178,0,전북특별자치도 김제시 부량면 신용리,0,5,0,5,0,5221036024,0
25,0,강원특별자치도 철원군 김화읍 청양리,1473,103,0,1159,0,5178025328,0
124,0,강원특별자치도 철원군 김화읍 도창리,65,107,0,1468,0,5178025329,0
875,0,강원특별자치도 철원군 갈말읍,6391,361,0,8523,0,5178025600,0
125,0,강원특별자치도 철원군 갈말읍 신철원리,1700,49,0,1746,0,5178025621,0
46,0,강원특별자치도 철원군 갈말읍 지포리,3,6,0,146,0,5178025622,0
29,0,강원특별자치도 철원군 갈말읍 강포리,78,7,0,266,0,5178025623,0
301,0,강원특별자치도 철원군 갈말읍 군탄리,285,80,0,457,0,5178025624,0
46,0,강원특별자치도 철원군 갈말읍 문혜리,1526,22,0,2650,0,5178025625,0
37,0,강원특별자치도 철원군 갈말읍 내대리,380,20,0,525,0,5178025626,0
0,0,강원특별자치도 철원군 갈말읍 지경리,820,7,0,235,0,5178025627,0
0,0,강원특별자치도 철원군 갈말읍 토성리,542,87,0,433,0,5178025628,0
149,0,강원특별자치도 철원군 갈말읍 상사리,188,21,0,589,0,5178025629,0
112,0,강원특별자치도 철원군 갈말읍 동막리,859,54,0,1160,0,5178025630,0
30,0,강원특별자치도 철원군 갈말읍 정연리,12,8,0,313,0,5178025631,0
4177,0,강원특별자치도 철원군 동송읍,1387,637,0,4598,0,5178025900,0
283,0,강원특별자치도 철원군 동송읍 이평리,562,20,0,475,0,5178025921,0
643,0,강원특별자치도 철원군 동송읍 오덕리,6,54,0,238,0,5178025922,0
740,0,강원특별자치도 철원군 동송읍 장흥리,0,40,0,218,0,5178025923,0
221,0,강원특별자치도 철원군 동송읍 오지리,260,33,0,695,0,5178025924,0
46,0,강원특별자치도 철원군 동송읍 상노리,531,0,0,513,0,5178025925,0
262,0,강원특별자치도 철원군 동송읍 대위리,0,19,0,256,0,5178025926,0
511,0,강원특별자치도 철원군 동송읍 관우리,2,61,0,627,0,5178025927,0
532,0,강원특별자치도 철원군 동송읍 양지리,0,125,0,494,0,5178025928,0
25,0,강원특별자치도 철원군 동송읍 이길리,24,253,0,611,0,5178025929,0
535,0,강원특별자치도 철원군 동송읍 하갈리,0,22,0,303,0,5178025930,0
379,0,강원특별자치도 철원군 동송읍 강산리,0,9,0,167,0,5178025932,0
34,0,강원특별자치도 철원군 서면,1787,163,0,5484,0,5178031000,0
33,0,강원특별자치도 철원군 서면 자등리,1042,67,0,4576,0,5178031021,0
1,0,강원특별자치도 철원군 서면 와수리,745,96,0,909,0,5178031022,0
47,0,강원특별자치도 철원군 근남면,1584,155,0,9908,0,5178032000,12
1,0,강원특별자치도 철원군 근남면 육단리,823,27,0,1838,0,5178032021,0
2,0,강원특별자치도 철원군 근남면 잠곡리,315,69,0,3927,0,5178032022,0
0,0,강원특별자치도 철원군 근남면 사곡리,187,12,0,736,0,5178032023,0
0,0,강원특별자치도 철원군 근남면 양지리,60,18,0,288,0,5178032024,0
9,0,강원특별자치도 철원군 근남면 풍암리,96,5,0,736,0,5178032025,0
35,0,강원특별자치도 철원군 근남면 마현리,105,24,0,2383,0,5178032026,12
0,0,강원특별자치도 철원군 근북면,4,0,0,322,0,5178033000,0
0,0,강원특별자치도 철원군 근북면 유곡리,4,0,0,322,0,5178033021,0
0,0,강원특별자치도 철원군 근동면,34,1,0,36,0,5178034000,0
0,0,강원특별자치도 철원군 근동면 광삼리,34,1,0,36,0,5178034021,0
0,0,강원특별자치도 철원군 원동면,0,0,0,95,0,5178035000,0
0,0,강원특별자치도 철원군 원동면 세현리,0,0,0,95,0,5178035024,0
984,0,강원특별자치도 화천군,10349,3504,0,70592,0,5179000000,16
147,0,강원특별자치도 화천군 화천읍,2884,1470,0,20520,0,5179025000,8
10,0,강원특별자치도 화천군 화천읍 아리,54,24,0,330,0,5179025021,0
0,0,강원특별자치도 화천군 화천읍 하리,48,57,0,67,0,5179025022,0
8,0,강원특별자치도 화천군 화천읍 중리,64,12,0,335,0,5179025023,0
5,0,강원특별자치도 화천군 화천읍 상리,62,21,0,159,0,5179025024,0
42,0,강원특별자치도 화천군 화천읍 신읍리,329,58,0,3279,0,5179025025,0
22,0,강원특별자치도 화천군 화천읍 풍산리,697,69,0,7735,0,5179025026,0
33,0,강원특별자치도 화천군 화천읍 동촌리,1559,1150,0,8130,0,5179025027,0
28,0,강원특별자치도 화천군 화천읍 대이리,70,79,0,485,0,5179025028,8
398,0,강원특별자치도 화천군 간동면,624,1070,0,10701,0,5179031000,0
43,0,강원특별자치도 화천군 간동면 유촌리,68,43,0,1635,0,5179031021,0
69,0,강원특별자치도 화천군 간동면 용호리,0,31,0,486,0,5179031022,0
61,0,강원특별자치도 화천군 간동면 간척리,268,16,0,1892,0,5179031023,0
108,0,강원특별자치도 화천군 간동면 오음리,0,4,0,809,0,5179031024,0
52,0,강원특별자치도 화천군 간동면 방천리,227,561,0,3904,0,5179031025,0
30,0,강원특별자치도 화천군 간동면 도송리,17,148,0,720,0,5179031026,0
34,0,강원특별자치도 화천군 간동면 구만리,45,266,0,1255,0,5179031027,0
94,0,강원특별자치도 화천군 하남면,1087,627,0,10043,0,5179032000,8
12,0,강원특별자치도 화천군 하남면 원천리,110,167,0,1074,0,5179032021,0
26,0,강원특별자치도 화천군 하남면 논미리,91,81,0,1130,0,5179032022,0
4,0,강원특별자치도 화천군 하남면 계성리,366,12,0,2373,0,5179032023,0
9,0,강원특별자치도 화천군 하남면 안평리,187,7,0,1729,0,5179032024,0
7,0,강원특별자치도 화천군 하남면 위라리,37,57,0,390,0,5179032025,8
8,0,강원특별자치도 화천군 하남면 용암리,40,12,0,280,0,5179032026,0
8,0,강원특별자치도 화천군 하남면 삼화리,80,10,0,874,0,5179032027,0
12,0,강원특별자치도 화천군 하남면 거례리,125,151,0,1561,0,5179032028,0
9,0,강원특별자치도 화천군 하남면 서오지리,48,130,0,631,0,5179032029,0
162,0,강원특별자치도 화천군 상서면,2180,211,0,18193,0,5179033000,0
17,0,강원특별자치도 화천군 상서면 신풍리,36,8,0,214,0,5179033021,0
22,0,강원특별자치도 화천군 상서면 신대리,49,32,0,274,0,5179033022,0
0,0,강원특별자치도 화천군 상서면 구운리,367,15,0,1573,0,5179033023,0
7,0,강원특별자치도 화천군 상서면 장촌리,25,5,0,262,0,5179033024,0
14,0,강원특별자치도 화천군 상서면 파포리,92,29,0,772,0,5179033025,0
26,0,강원특별자치도 화천군 상서면 노동리,95,19,0,985,0,5179033026,0
51,0,강원특별자치도 화천군 상서면 부촌리,113,16,0,1268,0,5179033027,0
4,0,강원특별자치도 화천군 상서면 산양리,232,25,0,3884,0,5179033028,0
11,0,강원특별자치도 화천군 상서면 봉오리,499,29,0,3289,0,5179033029,0
12,0,강원특별자치도 화천군 상서면 다목리,562,24,0,3242,0,5179033030,0
0,0,강원특별자치도 화천군 상서면 마현리,111,9,0,2431,0,5179033031,0
182,0,강원특별자치도 화천군 사내면,3573,127,0,11136,0,5179034000,0
56,0,강원특별자치도 화천군 사내면 사창리,137,14,0,735,0,5179034021,0
27,0,강원특별자치도 화천군 사내면 광덕리,340,41,0,3784,0,5179034022,0
25,0,강원특별자치도 화천군 사내면 명월리,436,0,0,3104,0,5179034023,0
16,0,강원특별자치도 화천군 사내면 용담리,944,39,0,1383,0,5179034024,0
58,0,강원특별자치도 화천군 사내면 삼일리,1715,33,0,2129,0,5179034025,0
715,0,강원특별자치도 양구군,8609,1812,0,45090,0,5180000000,37
176,0,강원특별자치도 양구군 양구읍,3687,1158,0,12325,0,5180025000,0
9,0,강원특별자치도 양구군 양구읍 상리,42,9,0,374,0,5180025021,0
0,0,강원특별자치도 양구군 양구읍 중리,0,0,0,6,0,5180025022,0
4,0,강원특별자치도 양구군 양구읍 하리,19,109,0,435,0,5180025023,0
2,0,강원특별자치도 양구군 양구읍 송청리,49,14,0,132,0,5180025024,0
10,0,강원특별자치도 양구군 양구읍 수인리,239,130,0,857,0,5180025025,0
6,0,강원특별자치도 양구군 양구읍 웅진리,353,101,0,1481,0,5180025026,0
10,0,강원특별자치도 양구군 양구읍 석현리,73,0,0,141,0,5180025027,0
1,0,강원특별자치도 양구군 양구읍 공리,1,0,0,226,0,5180025028,0
23,0,강원특별자치도 양구군 양구읍 학조리,19,0,0,337,0,5180025029,0
0,0,강원특별자치도 양구군 양구읍 이리,9,0,0,186,0,5180025030,0
4,0,강원특별자치도 양구군 양구읍 안대리,20,0,0,210,0,5180025031,0
14,0,강원특별자치도 양구군 양구읍 정림리,35,21,0,263,0,5180025032,0
3,0,강원특별자치도 양구군 양구읍 동수리,24,51,0,306,0,5180025033,0
5,0,강원특별자치도 양구군 양구읍 고대리,12,84,0,515,0,5180025034,0
3,0,강원특별자치도 양구군 양구읍 죽곡리,34,10,0,747,0,5180025035,0
3,0,강원특별자치도 양구군 양구읍 한전리,62,11,0,758,0,5180025036,0
20,0,강원특별자치도 양구군 양구읍 도사리,134,7,0,1118,0,5180025037,0
12,0,강원특별자치도 양구군 양구읍 공수리,147,95,0,622,0,5180025038,0
34,0,강원특별자치도 양구군 양구읍 군량리,446,99,0,830,0,5180025039,0
5,0,강원특별자치도 양구군 양구읍 월명리,393,72,0,1660,0,5180025040,0
10,0,강원특별자치도 양구군 양구읍 상무룡리,1578,345,0,1117,0,5180025041,0
4,0,전북특별자치도 정읍시 덕천면 우덕리,0,10,0,329,0,5218036024,8
1,0,전북특별자치도 정읍시 덕천면 달천리,0,14,0,279,0,5218036025,7
37,0,전북특별자치도 정읍시 덕천면 도계리,0,4,0,221,0,5218036026,157
829,0,전북특별자치도 정읍시 이평면,13,84,0,976,0,5218037000,670
88,0,전북특별자치도 정읍시 이평면 장내리,0,4,0,73,0,5218037021,89
7,0,전북특별자치도 정읍시 이평면 청량리,0,2,0,118,0,5218037022,86
34,0,전북특별자치도 정읍시 이평면 팔선리,1,2,0,16,0,5218037023,24
29,0,전북특별자치도 정읍시 이평면 산매리,0,7,0,129,0,5218037024,56
25,0,전북특별자치도 정읍시 이평면 두지리,0,2,0,64,0,5218037025,76
96,0,전북특별자치도 정읍시 이평면 평령리,0,3,0,84,0,5218037026,40
103,0,전북특별자치도 정읍시 이평면 창동리,0,9,0,123,0,5218037027,114
123,0,전북특별자치도 정읍시 이평면 하송리,0,7,0,44,0,5218037028,43
94,0,전북특별자치도 정읍시 이평면 마항리,1,10,0,31,0,5218037029,44
222,0,전북특별자치도 정읍시 이평면 두전리,0,17,0,54,0,5218037030,38
9,0,전북특별자치도 정읍시 이평면 오금리,10,21,0,240,0,5218037031,59
613,0,전북특별자치도 정읍시 정우면,61,142,0,1623,0,5218038000,611
106,0,강원특별자치도 양구군 동면,340,72,0,7789,0,5180032000,0
23,0,강원특별자치도 양구군 동면 후곡리,76,8,0,497,0,5180032021,0
9,0,강원특별자치도 양구군 동면 지석리,65,15,0,384,0,5180032022,0
4,0,강원특별자치도 양구군 동면 원당리,30,7,0,784,0,5180032023,0
5,0,강원특별자치도 양구군 동면 덕곡리,63,1,0,539,0,5180032024,0
0,0,강원특별자치도 양구군 동면 임당리,53,16,0,627,0,5180032025,0
63,0,강원특별자치도 양구군 동면 팔랑리,47,2,0,2316,0,5180032026,0
0,0,강원특별자치도 양구군 동면 월운리,7,22,0,1390,0,5180032027,0
0,0,강원특별자치도 양구군 동면 비아리,0,0,0,954,0,5180032028,0
0,0,강원특별자치도 양구군 동면 사태리,0,0,0,296,0,5180032029,0
28,0,강원특별자치도 양구군 방산면,1887,188,0,8822,0,5180033000,0
7,0,강원특별자치도 양구군 방산면 현리,53,2,0,469,0,5180033021,0
1,0,강원특별자치도 양구군 방산면 오미리,776,55,0,923,0,5180033022,0
10,0,강원특별자치도 양구군 방산면 금악리,565,29,0,1131,0,5180033023,0
0,0,강원특별자치도 양구군 방산면 장평리,179,11,0,337,0,5180033024,0
0,0,강원특별자치도 양구군 방산면 칠전리,109,7,0,411,0,5180033025,0
4,0,강원특별자치도 양구군 방산면 송현리,93,21,0,1475,0,5180033026,0
0,0,강원특별자치도 양구군 방산면 고방산리,66,29,0,1822,0,5180033027,0
7,0,강원특별자치도 양구군 방산면 천미리,44,34,0,2256,0,5180033028,0
231,0,강원특별자치도 양구군 해안면,75,56,0,5773,0,5180034000,37
42,0,강원특별자치도 양구군 해안면 현리,18,7,0,662,0,5180034021,37
32,0,강원특별자치도 양구군 해안면 오유리,7,8,0,1120,0,5180034022,0
117,0,강원특별자치도 양구군 해안면 만대리,28,29,0,1764,0,5180034023,0
0,0,강원특별자치도 양구군 해안면 월산리,0,2,0,648,0,5180034024,0
26,0,강원특별자치도 양구군 해안면 이현리,9,3,0,910,0,5180034025,0
15,0,강원특별자치도 양구군 해안면 후리,12,6,0,668,0,5180034026,0
1365,0,강원특별자치도 인제군,9999,4025,0,131842,0,5181000000,701
306,0,강원특별자치도 인제군 인제읍,2009,574,0,28383,0,5181025000,307
2,0,강원특별자치도 인제군 인제읍 상동리,36,34,0,396,0,5181025021,0
0,0,강원특별자치도 인제군 인제읍 남북리,287,144,0,3164,0,5181025022,2
14,0,강원특별자치도 인제군 인제읍 합강리,120,102,0,691,0,5181025023,9
32,0,강원특별자치도 인제군 인제읍 덕산리,94,46,0,826,0,5181025024,0
28,0,강원특별자치도 인제군 인제읍 덕적리,123,2,0,2495,0,5181025025,78
14,0,강원특별자치도 인제군 인제읍 원대리,343,54,0,2833,0,5181025026,0
93,0,강원특별자치도 인제군 인제읍 귀둔리,296,42,0,6187,0,5181025027,0
43,0,강원특별자치도 인제군 인제읍 가아리,157,34,0,4384,0,5181025028,203
52,0,강원특별자치도 인제군 인제읍 가리산리,139,13,0,2208,0,5181025029,11
23,0,강원특별자치도 인제군 인제읍 하추리,184,42,0,2521,0,5181025030,3
5,0,강원특별자치도 인제군 인제읍 고사리,229,60,0,2680,0,5181025031,0
254,0,강원특별자치도 인제군 남면,1618,1645,0,20434,0,5181031000,321
30,0,강원특별자치도 인제군 남면 신남리,23,74,0,472,0,5181031021,10
12,0,강원특별자치도 인제군 남면 신풍리,102,6,0,938,0,5181031022,1
22,0,강원특별자치도 인제군 남면 어론리,338,18,0,2716,0,5181031023,0
27,0,강원특별자치도 인제군 남면 부평리,214,340,0,1685,0,5181031024,17
60,0,강원특별자치도 인제군 남면 갑둔리,121,2,0,909,0,5181031025,164
0,0,강원특별자치도 인제군 남면 정자리,225,7,0,1646,0,5181031026,65
6,0,강원특별자치도 인제군 남면 남전리,231,284,0,2969,0,5181031027,23
17,0,강원특별자치도 인제군 남면 관대리,83,314,0,1667,0,5181031028,33
64,0,강원특별자치도 인제군 남면 신월리,22,151,0,760,0,5181031029,0
3,0,강원특별자치도 인제군 남면 상수내리,34,133,0,1038,0,5181031030,0
3,0,강원특별자치도 인제군 남면 하수내리,24,216,0,644,0,5181031031,0
8,0,강원특별자치도 인제군 남면 수산리,82,72,0,2793,0,5181031032,0
4,0,강원특별자치도 인제군 남면 소치리,122,30,0,2198,0,5181031033,7
263,0,강원특별자치도 인제군 북면,2382,892,0,31167,0,5181032000,18
108,0,강원특별자치도 인제군 북면 원통리,371,118,0,2054,0,5181032021,0
73,0,강원특별자치도 인제군 북면 월학리,245,143,0,4603,0,5181032022,18
37,0,강원특별자치도 인제군 북면 한계리,523,357,0,6938,0,5181032023,0
46,0,강원특별자치도 인제군 북면 용대리,1244,274,0,17571,0,5181032024,0
257,0,강원특별자치도 인제군 기린면,1236,481,0,25490,0,5181033000,11
25,0,강원특별자치도 인제군 기린면 현리,235,124,0,2010,0,5181033021,0
330,0,전북특별자치도 익산시 오산면 신지리,0,85,0,309,0,5214031025,0
311,0,전북특별자치도 익산시 오산면 남전리,0,69,0,189,0,5214031026,0
78,0,전북특별자치도 익산시 오산면 목천리,0,18,0,65,0,5214031027,0
755,0,전북특별자치도 익산시 황등면,0,64,0,1300,0,5214032000,653
81,0,전북특별자치도 익산시 황등면 황등리,0,15,0,383,0,5214032021,61
113,0,전북특별자치도 익산시 황등면 동연리,0,3,0,74,0,5214032022,55
65,0,전북특별자치도 익산시 황등면 죽촌리,0,9,0,190,0,5214032023,181
6,0,전북특별자치도 익산시 황등면 신성리,0,1,0,124,0,5214032024,45
5,0,전북특별자치도 익산시 황등면 구자리,0,3,0,139,0,5214032025,78
118,0,전북특별자치도 익산시 황등면 용산리,0,2,0,131,0,5214032026,64
19,0,전북특별자치도 익산시 황등면 율촌리,0,5,0,207,0,5214032027,168
348,0,전북특별자치도 익산시 황등면 신기리,0,26,0,53,0,5214032028,0
336,0,전북특별자치도 익산시 함라면,118,26,0,1273,0,5214033000,528
9,0,전북특별자치도 익산시 함라면 함열리,47,1,0,136,0,5214033021,82
30,0,전북특별자치도 익산시 함라면 금성리,29,1,0,184,0,5214033022,90
24,0,전북특별자치도 익산시 함라면 신대리,18,4,0,258,0,5214033023,122
183,0,전북특별자치도 익산시 함라면 다망리,0,8,0,134,0,5214033024,49
39,0,전북특별자치도 익산시 함라면 신등리,7,5,0,297,0,5214033025,88
51,0,전북특별자치도 익산시 함라면 신목리,18,6,0,264,0,5214033026,97
526,0,전북특별자치도 익산시 웅포면,493,579,0,1682,0,5214034000,2
39,0,전북특별자치도 익산시 웅포면 입점리,106,2,0,199,0,5214034021,0
60,0,전북특별자치도 익산시 웅포면 웅포리,34,138,0,300,0,5214034022,0
22,0,전북특별자치도 익산시 웅포면 송천리,221,8,0,261,0,5214034023,0
116,0,전북특별자치도 익산시 웅포면 고창리,51,139,0,156,0,5214034024,0
116,0,전북특별자치도 익산시 웅포면 맹산리,0,104,0,225,0,5214034025,2
87,0,전북특별자치도 익산시 웅포면 제성리,61,84,0,310,0,5214034026,0
87,0,전북특별자치도 익산시 웅포면 대붕암리,21,103,0,228,0,5214034027,0
660,0,전북특별자치도 익산시 성당면,47,79,0,920,0,5214035000,239
199,0,전북특별자치도 익산시 성당면 장선리,0,2,0,31,0,5214035021,56
74,0,전북특별자치도 익산시 성당면 와초리,3,0,0,75,0,5214035022,65
130,0,전북특별자치도 익산시 성당면 대선리,0,3,0,43,0,5214035023,45
47,0,전북특별자치도 익산시 성당면 갈산리,32,0,0,240,0,5214035024,70
8,0,전북특별자치도 완주군 고산면 서봉리,42,7,0,317,0,5271036022,0
0,0,전북특별자치도 완주군 고산면 율곡리,89,12,0,291,0,5271036023,0
1,0,전북특별자치도 완주군 고산면 어우리,46,26,0,76,0,5271036024,1
3,0,전북특별자치도 완주군 고산면 남봉리,31,55,0,249,0,5271036025,0
6,0,전북특별자치도 완주군 고산면 화정리,26,33,0,291,0,5271036026,0
27,0,전북특별자치도 완주군 고산면 양야리,18,28,0,727,0,5271036027,0
7,24,전북특별자치도 완주군 고산면 성재리,27,16,0,736,0,5271036028,12
3,0,전북특별자치도 완주군 고산면 오산리,32,38,0,950,0,5271036029,0
0,0,전북특별자치도 완주군 고산면 삼기리,54,53,0,269,0,5271036030,0
17,0,전북특별자치도 완주군 고산면 소향리,25,48,0,2050,0,5271036031,0
224,0,전북특별자치도 완주군 비봉면,717,85,0,3417,0,5271037000,24
10,0,전북특별자치도 완주군 비봉면 봉산리,45,17,0,442,0,5271037021,6
26,0,전북특별자치도 완주군 비봉면 소농리,62,9,0,365,0,5271037022,0
59,0,전북특별자치도 완주군 비봉면 내월리,101,12,0,644,0,5271037023,15
24,0,전북특별자치도 완주군 비봉면 대치리,125,10,0,650,0,5271037024,4
48,0,전북특별자치도 완주군 비봉면 백도리,207,18,0,647,0,5271037025,0
7,0,전북특별자치도 완주군 비봉면 이전리,84,14,0,267,0,5271037026,0
50,0,전북특별자치도 완주군 비봉면 수선리,92,5,0,403,0,5271037027,0
214,0,전북특별자치도 완주군 운주면,1607,242,0,7054,0,5271038000,48
38,0,전북특별자치도 완주군 운주면 장선리,182,31,0,537,0,5271038021,13
30,0,전북특별자치도 완주군 운주면 완창리,322,63,0,712,0,5271038022,0
66,0,전북특별자치도 완주군 운주면 산북리,719,82,0,1358,0,5271038023,35
6,0,전북특별자치도 완주군 운주면 구제리,348,5,0,413,0,5271038026,0
34,0,전북특별자치도 완주군 운주면 고당리,24,22,0,2257,0,5271038027,0
40,0,전북특별자치도 완주군 운주면 금당리,12,38,0,1774,0,5271038028,0
149,0,전북특별자치도 완주군 화산면,1424,428,0,5099,0,5271039000,0
14,0,전북특별자치도 완주군 화산면 화평리,109,24,0,182,0,5271039021,0
20,0,전북특별자치도 완주군 화산면 화월리,85,14,0,526,0,5271039022,0
8,0,전북특별자치도 완주군 화산면 춘산리,181,17,0,539,0,5271039023,0
15,0,전북특별자치도 완주군 화산면 운곡리,136,9,0,710,0,5271039024,0
2,0,전북특별자치도 완주군 화산면 우월리,95,13,0,350,0,5271039025,0
33,0,전북특별자치도 완주군 화산면 운산리,126,3,0,678,0,5271039026,0
5,0,전북특별자치도 완주군 화산면 와룡리,57,17,0,377,0,5271039027,0
30,0,전북특별자치도 완주군 화산면 종리,120,41,0,428,0,5271039028,0
7,0,전북특별자치도 완주군 화산면 승치리,406,9,0,791,0,5271039029,0
13,0,전북특별자치도 완주군 화산면 성북리,79,174,0,369,0,5271039030,0
