bjd_Nm,etc_Area,excespoor_Drain_Area,exceswell_Drain_Area,moderpoor_Drain_Area,moderwell_Drain_Area,poor_Drain_Area,stdg_Cd,well_Drain_Area
경상북도 경산시 남천면 흥산리,4,0,184,0,58,0,4729037030,219
경상남도 양산시 상북면 대석리,19,0,504,6,102,0,4833033022,297
경상남도 양산시 상북면 좌삼리,8,9,473,5,28,0,4833033026,179
경상남도 양산시 상북면 신전리,20,0,137,5,50,0,4833033029,78
경상남도 양산시 하북면 답곡리,9,0,330,15,73,0,4833034024,71
경상남도 양산시 하북면 삼감리,7,0,205,12,53,0,4833034027,94
경상남도 의령군 의령읍 동동리,24,0,124,127,28,0,4872025023,72
경상남도 의령군 의령읍 만천리,48,0,219,18,39,0,4872025026,42
경상남도 의령군 의령읍 중리,3,0,52,4,51,0,4872025029,200
경상남도 의령군 가례면 양성리,0,0,117,11,21,0,4872031022,71
경상남도 의령군 가례면 괴진리,23,0,649,0,65,0,4872031024,35
경상남도 의령군 가례면 가례리,12,0,155,2,78,0,4872031026,52
경상남도 의령군 칠곡면 내조리,4,0,504,12,49,0,4872032022,76
대전광역시 유성구 송강동,0,14,89,14,6,0,3020014700,40
대전광역시 유성구 전민동,25,28,126,78,71,0,3020014100,87
대전광역시 유성구 죽동,7,9,11,53,22,0,3020012100,112
대전광역시 중구 문화동,0,0,138,54,93,0,3014011600,78
대전광역시 중구 부사동,0,0,32,40,17,0,3014011100,27
인천광역시 강화군 강화읍 월곳리,4,0,21,98,7,0,2871025028,100
인천광역시 강화군 교동면 상용리,17,0,18,132,11,0,2871040023,199
인천광역시 강화군 교동면 양갑리,2,0,0,284,0,6,2871040029,61
인천광역시 강화군 길상면 장흥리,43,18,7,98,21,0,2871033025,294
인천광역시 강화군 삼산면 미법리,6,0,59,20,0,0,2871041027,15
인천광역시 강화군 서도면,72,0,0,354,1,63,2871042000,823
전라남도 장성군 장성읍 용강리,27,0,70,14,3,0,4688025031,60
전라남도 장성군 장성읍 봉덕리,77,0,130,1,0,0,4688025032,39
전라남도 장성군 장성읍 야은리,26,0,12,51,18,0,4688025035,188
전라남도 장성군 진원면 산정리,6,0,0,42,19,0,4688031022,150
전라남도 장성군 진원면 진원리,11,0,17,26,84,0,4688031025,362
전라남도 장성군 남면,100,59,196,436,835,0,4688032000,1196
전라남도 장성군 남면 월정리,19,2,0,156,66,0,4688032027,165
전라남도 장성군 동화면,56,84,713,645,89,0,4688033000,1316
전라남도 장성군 동화면 서양리,7,0,190,25,10,0,4688033023,201
전라남도 장성군 동화면 남평리,3,21,30,74,6,0,4688033025,104
전라남도 장성군 동화면 월산리,10,14,71,82,13,0,4688033027,175
충청남도 당진시 석문면 삼봉리,75,0,0,192,61,400,4427032023,564
충청남도 당진시 석문면 장고항리,31,9,10,153,30,58,4427032024,320
충청남도 당진시 석문면 교로리,180,923,14,82,4,516,4427032025,456
충청남도 당진시 석문면 난지도리,325,1,3,9,1,62,4427032026,411
충청남도 당진시 석문면 초락도리,509,442,2,61,1,579,4427032027,449
충청남도 당진시 대호지면,614,973,146,551,38,593,4427033000,3673
충청남도 당진시 대호지면 조금리,50,94,0,27,5,0,4427033021,349
충청남도 당진시 대호지면 사성리,83,154,9,113,9,114,4427033022,623
세종특별자치시  연서면 고복리,49,45,10,18,41,0,3611036024,432
세종특별자치시  연서면 용암리,33,17,17,21,10,0,3611036025,281
세종특별자치시  연서면 쌍류리,4,24,0,65,41,0,3611036026,544
세종특별자치시  연서면 청라리,1,18,0,22,25,0,3611036027,268
세종특별자치시  연서면 기룡리,5,38,2,24,21,0,3611036028,626
세종특별자치시  연서면 신대리,8,74,36,34,29,0,3611036029,301
충청남도 천안시동남구 북면 납안리,6,0,37,35,37,0,4413133031,616
충청남도 천안시동남구 북면 운용리,1,0,177,8,54,0,4413133032,345
충청남도 천안시동남구 북면 대평리,0,0,346,30,54,0,4413133033,361
충청남도 천안시동남구 성남면,68,294,183,475,376,0,4413134000,1909
충청남도 천안시동남구 성남면 신덕리,1,31,88,51,62,0,4413134021,243
경상북도 의성군 금성면,221,0,4182,932,554,0,4773037000,1472
경기도 성남시중원구 중앙동,1,0,25,12,0,0,4113313200,29
충청남도 당진시 순성면 봉소리,8,39,0,131,22,0,4427036021,459
충청남도 당진시 순성면 백석리,4,9,0,80,31,0,4427036022,160
충청남도 당진시 순성면 양유리,7,0,0,110,29,0,4427036023,158
충청남도 당진시 순성면 나산리,5,0,4,102,4,0,4427036024,179
충청남도 당진시 순성면 광천리,8,16,0,61,8,0,4427036025,156
충청남도 당진시 순성면 본리,8,0,0,101,22,0,4427036026,230
충청남도 당진시 순성면 중방리,11,0,0,148,56,0,4427036027,275
충청남도 당진시 순성면 아찬리,14,0,0,107,14,0,4427036028,173
충청남도 당진시 순성면 옥호리,8,8,8,89,12,0,4427036029,305
경상남도 의령군 유곡면 칠곡리,22,0,297,11,76,0,4872042027,163
경상남도 함안군 가야읍 말산리,13,0,7,37,63,0,4873025021,17
충청남도 천안시동남구 사직동,1,0,1,3,9,0,4413110400,11
충청남도 천안시동남구 영성동,1,0,0,7,0,0,4413110500,17
충청남도 천안시동남구 오룡동,0,0,0,2,3,0,4413110600,6
충청남도 천안시동남구 원성동,5,2,0,83,50,0,4413110700,60
충청남도 천안시동남구 구성동,2,24,146,55,39,0,4413110800,137
충청남도 천안시동남구 청수동,3,7,33,3,8,0,4413110900,17
충청남도 천안시동남구 삼룡동,3,12,178,50,39,0,4413111000,120
충청남도 천안시동남구 청당동,0,25,70,50,23,0,4413111100,138
충청남도 천안시동남구 유량동,7,0,82,68,43,0,4413111200,417
경상북도 경산시 용성면 일광리,3,0,74,0,32,0,4729034041,28
경기도 화성시 향남읍,70,327,554,836,381,213,4159025900,2619
경기도 화성시 향남읍 평리,1,5,0,7,50,0,4159025921,18
경기도 화성시 향남읍 발안리,5,6,0,20,18,0,4159025922,43
경기도 화성시 향남읍 제암리,8,14,0,42,54,0,4159025923,49
경기도 화성시 향남읍 상신리,19,35,0,126,74,84,4159025924,393
경기도 화성시 향남읍 구문천리,9,59,0,33,16,82,4159025925,324
경기도 화성시 향남읍 하길리,3,41,75,117,51,0,4159025926,457
경기도 화성시 향남읍 화리현리,2,0,52,40,6,6,4159025927,67
경기도 화성시 향남읍 상두리,3,0,21,23,9,30,4159025928,82
경기도 화성시 향남읍 백토리,2,3,33,55,2,11,4159025929,119
경기도 화성시 향남읍 길성리,0,22,41,30,4,0,4159025930,61
충청남도 공주시 석장리동,43,0,0,26,13,0,4415012500,437
충청남도 공주시 송선동,4,43,45,49,17,0,4415012600,244
충청남도 공주시 동현동,2,0,39,72,17,0,4415012700,348
충청남도 당진시 송산면 무수리,427,0,0,72,19,116,4427039030,236
충청남도 당진시 송산면 유곡리,2,38,0,201,7,36,4427039031,302
충청남도 당진시 송산면 동곡리,195,21,1,84,0,233,4427039032,250
충청남도 당진시 송산면 가곡리,697,12,16,65,0,274,4427039033,224
경상남도 김해시 유하동,7,0,13,26,63,0,4825012300,63
경상남도 김해시 내덕동,6,31,24,33,38,21,4825012400,30
경상남도 김해시 부곡동,9,0,134,70,133,0,4825012500,162
경상남도 김해시 무계동,9,0,14,7,58,0,4825012600,15
제주특별자치도 제주시 한림읍,585,0,2756,28,24,0,5011025000,5743
제주특별자치도 제주시 한림읍 귀덕리,6,0,47,2,11,0,5011025021,492
제주특별자치도 제주시 한림읍 수원리,3,0,1,0,3,0,5011025022,111
제주특별자치도 제주시 한림읍 대림리,2,0,12,0,7,0,5011025023,278
제주특별자치도 제주시 한림읍 한림리,22,0,9,3,0,0,5011025024,232
제주특별자치도 제주시 한림읍 금악리,360,0,589,0,0,0,5011025025,2112
제주특별자치도 제주시 한림읍 동명리,1,0,14,18,1,0,5011025026,340
제주특별자치도 제주시 한림읍 명월리,0,0,172,1,0,0,5011025027,379
충청남도 천안시서북구 성거읍 석교리,1,13,84,33,16,0,4413325330,26
충청남도 천안시서북구 성거읍 요방리,0,38,110,34,2,0,4413325331,62
충청남도 천안시서북구 성거읍 소우리,6,23,46,52,1,0,4413325332,126
제주특별자치도 서귀포시 대포동,10,0,42,1,12,0,5013011400,778
제주특별자치도 서귀포시 월평동,0,0,0,8,13,0,5013011500,143
제주특별자치도 서귀포시 강정동,76,0,4,39,114,0,5013011600,1369
제주특별자치도 서귀포시 도순동,36,0,16,0,4,0,5013011700,1444
제주특별자치도 서귀포시 하원동,48,0,127,8,13,0,5013011800,1634
제주특별자치도 서귀포시 색달동,27,0,145,13,15,0,5013011900,1829
제주특별자치도 서귀포시 상예동,22,0,95,0,29,0,5013012000,1347
제주특별자치도 서귀포시 하예동,3,0,7,0,22,0,5013012100,214
제주특별자치도 서귀포시 영남동,13,0,20,0,0,0,5013012200,1763
제주특별자치도 서귀포시 대정읍,630,0,1045,72,583,0,5013025000,5509
충청북도 청주시상당구 문의면 등동리,2,0,35,44,9,0,4311135037,151
충청북도 청주시상당구 문의면 묘암리,0,0,0,0,6,0,4311135038,421
충청북도 청주시상당구 문의면 마구리,0,0,0,0,2,0,4311135039,229
충청북도 청주시상당구 문의면 마동리,0,0,0,0,24,0,4311135040,667
충청북도 청주시상당구 문의면 염티리,0,0,0,0,4,0,4311135041,287
충청북도 청주시상당구 문의면 노현리,17,0,0,38,58,0,4311135042,483
충청북도 청주시서원구,370,582,5758,1250,1001,9,4311200000,3356
충청북도 청주시서원구 사직동,29,12,74,18,0,0,4311210100,89
충청북도 청주시서원구 사창동,0,21,25,1,0,0,4311210200,57
충청북도 청주시서원구 모충동,20,21,58,18,18,0,4311210300,26
충청북도 청주시서원구 산남동,1,14,80,35,4,0,4311210400,50
충청북도 청주시서원구 미평동,1,0,79,37,14,0,4311210500,43
충청북도 청주시서원구 분평동,13,6,35,83,102,0,4311210600,20
충청북도 청주시서원구 수곡동,3,41,55,22,14,0,4311210700,55
충청북도 청주시서원구 성화동,2,42,121,26,6,0,4311210800,64
충청북도 청주시서원구 개신동,1,30,47,21,2,0,4311210900,125
충청북도 청주시서원구 죽림동,3,0,27,41,10,0,4311211000,48
충청북도 청주시서원구 장성동,3,0,29,19,16,0,4311211100,24
충청북도 청주시서원구 장암동,12,32,26,58,47,6,4311211200,78
충청북도 청주시서원구 남이면,47,205,2670,530,363,3,4311231000,1836
충청북도 청주시서원구 남이면 척산리,11,11,297,32,44,0,4311231021,180
충청북도 청주시서원구 남이면 외천리,6,0,228,15,28,0,4311231022,63
충청북도 청주시서원구 남이면 문동리,0,0,95,48,11,0,4311231023,172
충청북도 청주시서원구 남이면 척북리,1,0,10,9,8,0,4311231024,45
충청북도 청주시서원구 남이면 산막리,0,21,262,23,26,0,4311231025,54
충청북도 청주시서원구 남이면 비룡리,3,18,78,37,19,0,4311231026,37
충청북도 청주시서원구 남이면 구미리,10,29,76,7,13,3,4311231027,29
충청북도 청주시서원구 남이면 사동리,1,3,170,24,17,0,4311231028,94
충청북도 청주시서원구 남이면 갈원리,3,13,66,25,11,0,4311231029,48
충청북도 청주시서원구 남이면 팔봉리,0,23,159,18,9,0,4311231030,67
충청북도 청주시서원구 남이면 상발리,0,18,82,31,5,0,4311231031,57
충청북도 청주시서원구 남이면 구암리,0,2,97,46,7,0,4311231032,77
충청북도 청주시서원구 남이면 석실리,0,0,118,58,21,0,4311231033,163
충청북도 청주시서원구 남이면 석판리,0,17,58,26,6,0,4311231034,84
충청북도 청주시서원구 남이면 대련리,0,13,20,12,8,0,4311231035,138
충청북도 청주시서원구 남이면 가좌리,0,19,115,34,12,0,4311231036,141
충청북도 청주시서원구 남이면 양촌리,0,4,60,17,29,0,4311231037,94
충청북도 청주시서원구 남이면 가마리,0,5,51,34,24,0,4311231038,68
충청북도 청주시서원구 남이면 수대리,0,8,75,20,14,0,4311231039,76
충청북도 청주시서원구 남이면 부용외천리,9,0,551,13,51,0,4311231040,150
충청북도 청주시서원구 현도면,235,158,2434,341,407,0,4311232000,842
충청북도 청주시서원구 현도면 상삼리,0,4,133,18,14,0,4311232021,44
충청북도 청주시서원구 현도면 중삼리,2,2,107,14,16,0,4311232022,46
충청북도 청주시서원구 현도면 죽전리,18,45,98,32,58,0,4311232023,40
충청북도 청주시서원구 현도면 우록리,4,11,247,30,41,0,4311232024,88
충청북도 청주시서원구 현도면 시동리,0,10,186,27,22,0,4311232025,54
충청북도 청주시서원구 현도면 선동리,1,18,82,25,11,0,4311232026,47
충청북도 청주시서원구 현도면 시목리,21,14,80,44,24,0,4311232027,56
충청북도 청주시서원구 현도면 중척리,80,10,169,22,41,0,4311232028,67
충청북도 청주시서원구 현도면 하석리,33,0,426,16,34,0,4311232029,76
충청북도 청주시서원구 현도면 노산리,37,3,159,45,82,0,4311232030,71
충청북도 청주시서원구 현도면 달계리,0,24,208,40,9,0,4311232031,70
충청북도 청주시서원구 현도면 매봉리,3,18,106,13,11,0,4311232032,44
충청북도 청주시서원구 현도면 양지리,30,1,107,8,14,0,4311232033,55
충청북도 청주시서원구 현도면 죽암리,4,0,327,7,29,0,4311232034,85
충청북도 청주시흥덕구,1113,1150,4348,2656,3199,128,4311300000,7300
충청북도 청주시흥덕구 운천동,10,3,28,4,0,0,4311310400,48
충청북도 청주시흥덕구 신봉동,13,11,50,12,2,0,4311310500,32
충청북도 청주시흥덕구 가경동,7,23,6,81,15,0,4311311300,202
충청북도 청주시흥덕구 복대동,11,93,16,50,85,0,4311311400,133
충청북도 청주시흥덕구 봉명동,0,46,59,27,0,0,4311311500,197
충청북도 청주시흥덕구 송정동,0,26,0,36,10,0,4311311600,136
충청북도 청주시흥덕구 강서동,3,10,17,43,8,0,4311311700,87
충청북도 청주시흥덕구 석곡동,3,9,23,33,18,0,4311311800,104
충청북도 청주시흥덕구 휴암동,0,18,36,48,15,0,4311311900,131
충청북도 청주시흥덕구 신전동,3,44,2,18,16,0,4311312000,103
충청북도 청주시흥덕구 현암동,1,27,21,25,8,0,4311312100,119
충청북도 청주시흥덕구 동막동,1,57,27,29,19,0,4311312200,181
충청북도 청주시흥덕구 수의동,1,41,24,34,15,0,4311312300,258
충청북도 청주시흥덕구 지동동,12,37,67,48,72,0,4311312400,138
충청북도 청주시흥덕구 서촌동,20,18,8,59,54,7,4311312500,120
충청북도 청주시흥덕구 신성동,6,6,2,8,17,0,4311312600,45
충청북도 청주시흥덕구 평동,0,0,0,54,19,0,4311312700,32
충청북도 청주시흥덕구 신대동,58,0,23,93,76,0,4311312800,10
충청북도 청주시흥덕구 남촌동,0,0,0,19,35,0,4311312900,24
충청북도 청주시흥덕구 내곡동,1,5,0,43,26,0,4311313000,53
충청북도 청주시흥덕구 상신동,14,2,16,75,10,25,4311313100,39
충청북도 청주시흥덕구 원평동,32,0,22,35,39,37,4311313200,27
충청북도 청주시흥덕구 문암동,9,8,28,28,1,0,4311313300,19
경기도 남양주시 다산동,40,12,0,137,147,0,4136011200,452
경상북도 청송군 주왕산면,314,0,10509,70,600,0,4775031500,1871
경상북도 청송군 주왕산면 상평리,46,0,387,9,89,0,4775031521,25
경상북도 청송군 주왕산면 지리,38,0,536,28,18,0,4775031522,58
경상북도 청송군 주왕산면 하의리,15,0,544,18,66,0,4775031523,114
경상북도 청송군 주왕산면 상의리,48,0,1918,5,51,0,4775031524,365
경상북도 청송군 주왕산면 부일리,41,0,1495,3,123,0,4775031525,162
경상북도 청송군 주왕산면 신점리,25,0,934,7,31,0,4775031526,135
경상북도 청송군 주왕산면 주산지리,46,0,2334,0,115,0,4775031527,422
경상북도 청송군 주왕산면 내룡리,23,0,908,0,38,0,4775031528,182
경상북도 청송군 주왕산면 라리,11,0,776,0,57,0,4775031529,262
경상북도 청송군 주왕산면 항리,21,0,677,0,13,0,4775031530,145
세종특별자치시  산울동,0,18,55,33,14,0,3611011500,166
세종특별자치시  해밀동,0,7,18,12,19,0,3611011600,43
세종특별자치시  합강동,1,11,28,19,19,0,3611011700,195
세종특별자치시  집현동,6,79,105,36,39,0,3611011800,291
충청북도 진천군 문백면 구산동리,30,22,97,30,33,0,4375033032,49
경상북도 구미시 산동읍,115,70,783,662,956,0,4719025600,3206
경상북도 구미시 산동읍 동곡리,5,0,3,100,60,0,4719025621,263
경상북도 구미시 산동읍 도중리,7,9,20,52,65,0,4719025622,367
경상북도 구미시 산동읍 적림리,8,14,44,27,43,0,4719025623,119
경상북도 구미시 산동읍 성수리,33,23,86,31,251,0,4719025624,35
경상북도 구미시 산동읍 신당리,4,18,69,57,100,0,4719025625,176
경상북도 구미시 산동읍 봉산리,14,1,12,98,76,0,4719025626,141
경상북도 구미시 산동읍 임천리,8,1,1,97,102,0,4719025627,268
경상북도 구미시 산동읍 인덕리,14,4,35,90,98,0,4719025628,384
경상북도 구미시 산동읍 백현리,15,0,377,58,103,0,4719025629,1090
경상북도 구미시 산동읍 송산리,7,0,136,50,59,0,4719025630,363
경기도 용인시처인구 남사읍,190,41,1230,964,779,0,4146125900,2673
경기도 용인시처인구 남사읍 봉무리,27,0,11,81,49,0,4146125921,267
경기도 용인시처인구 남사읍 북리,18,0,95,101,43,0,4146125922,541
경기도 용인시처인구 남사읍 통삼리,7,22,40,85,28,0,4146125923,372
경기도 용인시처인구 남사읍 봉명리,17,1,11,103,92,0,4146125924,348
경기도 용인시처인구 남사읍 진목리,20,5,1,110,155,0,4146125925,70
경기도 용인시처인구 남사읍 원암리,8,0,135,42,50,0,4146125926,44
경기도 용인시처인구 남사읍 전궁리,7,0,93,75,93,0,4146125927,37
경기도 용인시처인구 남사읍 방아리,32,5,266,160,110,0,4146125928,132
경기도 용인시처인구 남사읍 창리,25,3,93,98,46,0,4146125929,420
경기도 용인시처인구 남사읍 아곡리,12,1,97,65,47,0,4146125930,165
경기도 용인시처인구 남사읍 완장리,17,5,386,44,65,0,4146125931,273
경상북도 경주시 문무대왕면,377,39,5725,378,1049,0,4713031500,4435
경상북도 경주시 문무대왕면 어일리,39,19,14,87,54,0,4713031521,497
경상북도 경주시 문무대왕면 입천리,52,0,301,6,82,0,4713031522,340
경상북도 경주시 문무대왕면 두산리,18,0,87,34,60,0,4713031523,105
경상북도 경주시 문무대왕면 송전리,8,0,270,61,60,0,4713031524,240
경상북도 경주시 문무대왕면 죽전리,6,0,201,4,35,0,4713031525,179
경상북도 경주시 문무대왕면 구길리,27,9,287,21,47,0,4713031526,129
경상북도 경주시 문무대왕면 용당리,24,8,184,74,17,0,4713031527,51
경상북도 경주시 문무대왕면 봉길리,22,3,347,15,47,0,4713031528,120
경상북도 경주시 문무대왕면 권이리,12,0,658,1,52,0,4713031529,69
경상북도 경주시 문무대왕면 호암리,9,0,656,13,29,0,4713031530,222
경상북도 경주시 문무대왕면 용동리,52,0,915,36,197,0,4713031531,509
경상북도 경주시 문무대왕면 와읍리,28,0,70,5,86,0,4713031532,369
경상북도 경주시 문무대왕면 안동리,48,0,420,14,118,0,4713031533,539
경상북도 경주시 문무대왕면 장항리,33,0,992,8,103,0,4713031534,798
경상북도 경주시 문무대왕면 범곡리,0,0,322,1,63,0,4713031535,267
전라남도 담양군 담양읍 담빛리,5,6,11,25,16,0,4671025039,45
전라남도 담양군 수북면 담빛리,0,0,0,11,20,0,4671040035,1
전라남도 장성군 삼서면 대곡리,9,45,113,84,17,0,4688034021,157
경상남도 진주시 미천면 미곡리,4,0,222,57,7,2,4817043027,99
경상남도 진주시 명석면,115,0,4478,686,210,3,4817044000,1433
경상남도 진주시 명석면 왕지리,4,0,235,49,12,0,4817044022,42
경상남도 진주시 명석면 계원리,5,0,202,55,13,0,4817044025,103
경상남도 진주시 명석면 외율리,2,0,779,43,41,3,4817044027,196
경상남도 진주시 명석면 용산리,14,0,672,86,15,0,4817044030,207
경상남도 진주시 대평면 하촌리,131,0,206,21,5,0,4817045023,35
경상남도 진주시 대평면 내촌리,152,0,118,30,1,0,4817045026,104
경상남도 진주시 수곡면 대천리,5,0,54,107,45,0,4817046023,359
경상남도 창원시의창구 동읍 봉강리,6,3,27,36,40,0,4812125040,76
경상남도 창원시의창구 동읍 본포리,46,1,45,11,33,0,4812125041,91
경상남도 창원시의창구 동읍 노연리,68,0,6,88,100,0,4812125042,118
경상북도 영주시 문수면 대양리,2,0,166,47,18,0,4721033030,89
경상북도 칠곡군 지천면 연화리,3,0,63,111,36,0,4785031039,457
세종특별자치시  연서면 국촌리,10,19,17,20,15,5,3611036030,75
세종특별자치시  연서면 와촌리,5,79,4,56,54,0,3611036031,473
세종특별자치시  연서면 부동리,4,7,0,24,17,4,3611036032,81
세종특별자치시  연서면 봉암리,54,24,1,25,86,14,3611036033,131
세종특별자치시  전의면,97,196,793,542,401,8,3611037000,4183
세종특별자치시  전의면 읍내리,7,10,54,32,6,0,3611037021,49
세종특별자치시  전의면 동교리,7,25,44,18,15,0,3611037022,67
세종특별자치시  전의면 서정리,6,20,111,23,18,0,3611037023,117
세종특별자치시  전의면 원성리,4,23,6,20,7,8,3611037024,155
세종특별자치시  전의면 신흥리,2,0,4,18,8,0,3611037025,57
세종특별자치시  전의면 유천리,17,23,86,81,72,0,3611037026,826
전라남도 강진군 작천면 야흥리,28,3,94,94,56,0,4681037027,91
전라남도 강진군 작천면 삼당리,13,9,96,63,36,0,4681037028,58
전라남도 강진군 병영면,70,18,1343,454,123,5,4681038000,674
전라남도 강진군 병영면 지로리,9,0,277,11,4,0,4681038022,64
전라남도 강진군 병영면 삼인리,9,0,62,55,4,0,4681038025,63
제주특별자치도 제주시 일도이동,2,0,16,0,0,0,5011010200,204
제주특별자치도 제주시 이도일동,1,0,3,0,0,0,5011010300,62
제주특별자치도 제주시 이도이동,7,0,5,0,0,0,5011010400,285
제주특별자치도 제주시 삼도일동,4,0,1,1,0,0,5011010500,81
제주특별자치도 제주시 삼도이동,13,0,2,0,0,0,5011010600,68
제주특별자치도 제주시 건입동,43,0,21,0,6,0,5011010700,182
경상남도 사천시 곤양면 환덕리,29,2,225,100,20,40,4824035026,206
경상남도 사천시 곤양면 묵곡리,12,0,532,137,10,0,4824035027,204
경상남도 사천시 곤양면 검정리,4,0,49,50,4,1,4824035030,146
경상남도 사천시 곤양면 맥사리,7,0,241,43,27,0,4824035033,37
경상남도 사천시 곤명면 초량리,12,0,236,32,44,0,4824036025,105
경상남도 사천시 곤명면 은사리,6,0,165,47,88,0,4824036027,253
경상남도 사천시 곤명면 작팔리,57,0,144,34,0,0,4824036030,84
경상남도 사천시 곤명면 신흥리,134,0,365,38,6,0,4824036033,63
경상남도 사천시 곤명면 금성리,175,0,100,56,3,0,4824036035,35
경상남도 사천시 서포면 금진리,6,0,256,59,19,52,4824037021,184
경상남도 사천시 서포면 자혜리,22,0,70,43,4,96,4824037026,246
경상남도 사천시 서포면 다평리,71,0,318,53,14,114,4824037028,245
경기도 수원시장안구 율전동,3,7,3,8,19,0,4111113200,151
경기도 수원시장안구 천천동,10,20,19,24,43,0,4111113300,82
경기도 수원시장안구 영화동,3,0,33,8,30,0,4111113400,56
경기도 수원시장안구 송죽동,19,9,58,27,11,0,4111113500,44
경기도 수원시장안구 조원동,0,3,97,48,50,0,4111113600,90
경기도 수원시장안구 연무동,4,0,23,1,28,0,4111113700,40
경기도 수원시장안구 상광교동,3,0,363,2,22,0,4111113800,193
경기도 수원시장안구 하광교동,44,0,321,14,30,0,4111113900,70
경기도 수원시권선구 세류동,6,2,30,54,106,0,4111312600,169
경기도 수원시권선구 평동,1,0,0,19,58,0,4111312700,1
경기도 수원시권선구 고색동,14,30,0,106,229,0,4111312800,86
경기도 수원시권선구 오목천동,22,4,16,114,12,0,4111312900,207
경기도 양주시 회정동,13,0,123,40,72,15,4163011700,87
경기도 양주시 백석읍,68,36,1928,307,400,34,4163025000,1338
경기도 양주시 백석읍 방성리,21,2,517,49,104,20,4163025021,203
제주특별자치도 서귀포시 대정읍 상모리,5,0,198,5,1,0,5013025021,936
경상남도 창원시마산회원구 내서읍 중리,24,0,271,5,150,0,4812725025,103
경상남도 창원시마산회원구 내서읍 상곡리,3,0,213,1,30,0,4812725026,39
경상남도 창원시마산회원구 내서읍 원계리,10,0,389,0,53,0,4812725027,42
경상남도 창원시마산회원구 내서읍 삼계리,22,1,549,13,132,0,4812725028,209
경상남도 창원시마산회원구 내서읍 신감리,10,0,778,1,89,0,4812725029,119
경상남도 창원시마산회원구 내서읍 감천리,17,0,533,6,90,0,4812725030,201
경상남도 창원시진해구,1493,176,3902,406,1455,0,4812900000,4820
경상남도 창원시진해구 동상동,0,0,0,0,4,0,4812910100,4
경상남도 창원시진해구 도천동,0,0,0,0,7,0,4812910200,2
경상남도 창원시진해구 도만동,0,0,0,4,8,0,4812910300,0
경상남도 창원시진해구 신흥동,0,0,0,0,8,0,4812910400,0
전라남도 신안군 압해읍 신장리,66,127,22,84,12,19,4691025331,375
전라남도 신안군 압해읍 장감리,9,16,14,13,8,24,4691025332,186
전라남도 신안군 압해읍 가란리,5,4,11,17,11,0,4691025333,112
충청북도 충주시 대소원면,160,24,2998,486,438,6,4313033500,2102
충청북도 충주시 대소원면 대소리,8,0,30,40,8,0,4313033521,66
충청북도 충주시 대소원면 금곡리,4,0,303,28,32,0,4313033522,117
충청북도 충주시 대소원면 장성리,13,3,226,36,77,0,4313033523,181
충청북도 충주시 대소원면 만정리,11,0,277,30,111,0,4313033524,184
충청북도 충주시 대소원면 두정리,0,0,243,19,16,0,4313033525,316
충청북도 충주시 대소원면 탄용리,0,0,355,20,19,0,4313033526,182
충청북도 충주시 대소원면 매현리,1,0,271,35,14,0,4313033527,290
충청북도 충주시 대소원면 문주리,49,0,297,39,11,0,4313033528,425
충청북도 보은군 속리산면 상판리,20,0,696,2,28,0,4372031521,72
충청북도 보은군 속리산면 갈목리,3,0,445,0,6,0,4372031522,57
충청북도 보은군 속리산면 중판리,16,0,338,2,49,0,4372031523,339
충청북도 보은군 속리산면 하판리,12,0,84,0,49,0,4372031524,152
충청북도 보은군 속리산면 북암리,23,0,643,1,39,0,4372031525,303
충청북도 보은군 속리산면 백현리,12,0,121,0,14,0,4372031526,184
충청북도 보은군 속리산면 사내리,52,0,1989,0,8,0,4372031527,228
충청북도 보은군 속리산면 삼가리,86,0,714,0,14,0,4372031528,101
충청북도 보은군 속리산면 구병리,1,0,235,0,7,0,4372031529,62
충청북도 보은군 속리산면 도화리,3,0,676,0,3,0,4372031530,47
충청북도 보은군 속리산면 만수리,10,0,1185,0,4,0,4372031531,98
충청북도 보은군 장안면,79,45,1939,162,298,0,4372032500,458
경상남도 창원시마산합포구 진북면 대티리,3,7,233,0,55,0,4812533034,88
경상남도 창원시마산합포구 진북면 정현리,3,0,393,1,64,0,4812533035,118
경상남도 창원시마산합포구 진전면,212,66,5050,136,1094,0,4812534000,1281
경상남도 창원시마산합포구 진전면 율티리,11,19,18,10,6,0,4812534021,80
경상남도 창원시마산합포구 진전면 근곡리,7,17,123,9,44,0,4812534022,76
경상남도 창원시마산합포구 진전면 임곡리,13,0,42,0,78,0,4812534023,39
경상남도 창원시마산합포구 진전면 봉곡리,11,0,81,6,58,0,4812534024,32
경상남도 창원시마산합포구 진전면 곡안리,21,0,372,13,86,0,4812534025,43
경상남도 창원시마산합포구 진전면 동산리,4,0,72,0,19,0,4812534026,59
경상남도 창원시마산합포구 진전면 양촌리,9,0,50,4,87,0,4812534027,59
전라남도 영암군 군서면 마산리,7,11,0,100,36,0,4683036022,168
전라남도 영암군 군서면 동호리,27,9,0,124,10,124,4683036024,66
전라남도 영암군 군서면 서구림리,12,4,0,209,47,0,4683036027,105
전라남도 영암군 서호면 몽해리,23,24,0,111,30,0,4683037021,64
전라남도 영암군 서호면 엄길리,88,0,94,199,35,0,4683037024,73
전라남도 영암군 서호면 소산리,28,0,114,90,38,0,4683037027,69
전라남도 영암군 서호면 태백리,84,52,318,4,24,28,4683037030,101
