bjd_Nm,posifertk_Fachs1_Area,posifertk_Fachs2_Area,posifertk_Fachs3_Area,posifertk_Fachs4_Area,posifertk_Fachs5_Area,posifertk_Fachs6_Area,posifertk_Fruit1_Area,posifertk_Fruit2_Area,posifertk_Fruit3_Area,posifertk_Fruit4_Area,posifertk_Fruit5_Area,posifertk_Fruit6_Area,posifertk_Pfld1_Area,posifertk_Pfld2_Area,posifertk_Pfld3_Area,posifertk_Pfld4_Area,posifertk_Pfld5_Area,posifertk_Pfld6_Area,posifertk_Rfld1_Area,posifertk_Rfld2_Area,posifertk_Rfld3_Area,posifertk_Rfld4_Area,posifertk_Rfld5_Area,posifertk_Rfld6_Area,stdg_Cd
경상북도 영천시 청통면 호당리,-,-,-,-,-,-,0,0,1,2,1,17,1,0,1,2,0,7,-,-,-,-,-,-,4723031021
경상북도 영천시 청통면 우천리,-,-,-,-,-,-,0,0,0,0,0,2,0,0,1,2,1,5,-,-,-,-,-,-,4723031022
경상북도 영천시 청통면 신덕리,-,-,-,-,-,-,0,0,1,1,0,4,0,0,0,0,0,5,-,-,-,-,-,-,4723031024
경상북도 영천시 금호읍 관정리,0,1,1,0,3,8,0,1,1,2,3,28,0,2,0,0,3,69,-,-,-,-,-,-,4723025030
경상북도 영천시 금호읍 구암리,0,0,0,0,0,1,0,0,0,3,3,15,0,1,1,0,1,28,0,0,0,0,0,1,4723025031
경상북도 영천시 금호읍 대곡리,-,-,-,-,-,-,0,0,1,0,0,9,0,1,2,2,5,28,-,-,-,-,-,-,4723025033
경상북도 영천시 금호읍 호남리,0,0,0,0,0,1,0,0,0,0,1,18,0,0,1,1,1,12,-,-,-,-,-,-,4723025034
경상북도 영천시 화산면 유성리,0,0,0,0,0,2,0,0,0,1,2,27,0,0,0,0,2,36,0,0,2,1,1,2,4723033033
경상남도 김해시 상동면,0,1,49,3,1,21,0,3,5,1,13,18,7,18,46,28,24,111,14,50,30,19,10,26,4825036000
경상남도 김해시 한림면 용덕리,-,-,-,-,-,-,0,0,2,1,1,1,0,0,0,6,2,15,5,11,5,7,2,5,4825034025
경상남도 김해시 한림면 안곡리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,2,1,8,18,16,7,3,0,2,4825034026
경상남도 김해시 한림면 장방리,-,-,-,-,-,-,0,0,0,0,0,3,0,8,8,11,21,29,4,67,106,53,21,24,4825034028
경상남도 김해시 한림면 시산리,0,0,1,0,0,5,-,-,-,-,-,-,0,1,1,3,19,113,3,31,73,41,29,46,4825034029
경상남도 김해시 주촌면,0,0,1,2,3,13,1,1,4,9,15,28,0,16,32,43,20,67,3,20,33,29,15,25,4825032000
경상남도 김해시 주촌면 원지리,0,0,0,1,1,6,1,0,1,3,10,14,0,0,1,3,1,11,1,4,6,5,2,4,4825032022
경상남도 김해시 주촌면 덕암리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,1,3,2,1,1,0,4825032023
충청남도 논산시 광석면 율리,0,0,1,1,3,27,29,1,4,7,9,147,1,0,5,1,3,48,112,11,17,30,12,56,4423032032
충청남도 논산시 광석면 오강리,0,0,0,0,0,6,1,0,0,0,0,5,0,1,1,1,1,13,32,15,13,9,3,7,4423032033
충청남도 논산시 노성면 읍내리,2,1,1,1,1,6,0,0,0,7,2,18,1,3,3,6,8,16,9,11,7,1,0,8,4423033021
충청남도 논산시 노성면 두사리,-,-,-,-,-,-,-,-,-,-,-,-,0,2,2,0,0,21,2,1,3,0,1,0,4423033022
충청남도 논산시 노성면 송당리,1,0,0,0,0,5,0,0,0,0,0,2,0,1,1,1,3,26,8,13,2,0,0,0,4423033023
충청남도 논산시 노성면 하도리,2,9,8,8,6,33,0,0,0,0,0,1,3,1,2,2,0,17,20,26,24,15,6,3,4423033025
경상북도 영주시 부석면 보계리,0,1,3,0,0,1,2,8,13,19,27,60,4,15,17,21,27,49,3,13,16,10,4,3,4721039030
경상북도 영천시 금호읍 오계리,-,-,-,-,-,-,0,0,0,1,6,69,0,0,0,0,1,42,-,-,-,-,-,-,4723025036
경상남도 합천군 대양면,3,1,3,2,4,16,0,1,0,1,0,0,10,8,11,15,13,48,21,42,38,18,8,24,4889041000
경상남도 합천군 대양면 정양리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,0,0,0,4889041021
경상남도 합천군 대양면 아천리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,1,2,1,2,2,1,0,1,4889041022
경상남도 합천군 대양면 무곡리,1,0,0,0,0,2,-,-,-,-,-,-,1,2,2,1,2,8,11,6,3,2,1,3,4889041024
경상남도 합천군 대양면 덕정리,0,0,0,0,0,1,-,-,-,-,-,-,4,3,0,3,2,4,2,8,4,2,0,2,4889041025
경상남도 김해시 진례면 신안리,0,0,0,0,0,3,-,-,-,-,-,-,0,0,3,4,1,0,8,51,8,2,2,4,4825033025
경상남도 김해시 진례면 산본리,-,-,-,-,-,-,0,1,0,0,7,25,0,0,0,5,4,14,11,40,12,6,3,1,4825033026
경상남도 김해시 진례면 신월리,0,0,0,0,0,9,-,-,-,-,-,-,0,0,1,1,0,0,6,96,56,8,6,5,4825033027
경상남도 김해시 진례면 담안리,0,0,3,0,0,1,0,0,0,0,0,1,0,1,7,20,10,5,29,80,59,14,7,5,4825033029
경상남도 김해시 한림면,0,1,2,0,1,16,0,2,11,6,5,27,0,21,35,72,110,322,48,251,448,309,171,247,4825034000
경상남도 김해시 한림면 명동리,-,-,-,-,-,-,-,-,-,-,-,-,0,3,7,8,2,5,0,10,13,12,5,9,4825034021
경상남도 김해시 한림면 병동리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,12,0,9,10,6,4,6,4825034023
충청남도 보령시 미산면 늑전리,-,-,-,-,-,-,2,0,0,0,0,0,0,3,1,3,4,12,0,1,3,3,3,2,4418039025
충청남도 보령시 미산면 도흥리,-,-,-,-,-,-,7,16,1,0,0,4,0,21,9,19,10,9,3,13,10,8,4,2,4418039026
충청남도 보령시 미산면 봉성리,-,-,-,-,-,-,5,9,1,0,0,0,1,11,6,16,7,12,0,1,2,3,3,1,4418039027
충청남도 보령시 미산면 은현리,-,-,-,-,-,-,6,2,4,8,0,0,0,4,5,11,1,10,2,1,5,8,4,2,4418039029
충청남도 보령시 미산면 내평리,-,-,-,-,-,-,-,-,-,-,-,-,0,10,3,5,2,8,1,3,3,3,3,1,4418039030
충청남도 논산시 노성면 죽림리,1,1,1,1,1,15,0,0,0,1,3,8,0,0,1,1,3,22,23,13,18,19,8,24,4423033026
충청남도 논산시 광석면 갈산리,3,0,0,1,0,3,0,0,0,0,0,5,1,1,3,3,3,17,92,56,43,29,19,8,4423032024
충청남도 논산시 광석면 광리,2,0,0,1,1,12,0,0,0,1,2,3,1,2,1,0,0,3,35,60,56,19,4,3,4423032025
충청남도 논산시 광석면 산동리,1,3,7,3,2,59,-,-,-,-,-,-,0,0,0,0,0,5,16,37,22,8,3,6,4423032027
충청남도 논산시 광석면 왕전리,0,3,5,7,5,82,-,-,-,-,-,-,1,1,1,1,3,15,49,19,7,4,0,20,4423032029
충청남도 논산시 광석면 항월리,1,4,5,4,4,53,0,0,0,0,0,3,1,2,2,2,1,10,45,4,4,2,0,0,4423032030
경상북도 안동시 일직면 조탑리,0,0,0,0,0,1,-,-,-,-,-,-,0,0,0,1,1,4,0,1,0,0,0,1,4717035030
경상북도 안동시 풍천면 금계리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,0,2,0,2,4,1,0,1,4717034027
경상북도 안동시 풍천면 구호리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2,1,1,0,0,4717034028
경상북도 안동시 풍천면 어담리,0,0,0,0,0,1,0,0,0,0,0,8,111,53,0,1,1,11,0,6,1,1,1,1,4717034029
경상북도 안동시 풍천면 가곡리,0,0,0,0,1,1,0,0,0,2,0,0,0,2,1,1,1,3,8,15,16,16,3,4,4717034031
경상북도 안동시 풍천면 하회리,1,0,0,0,0,0,-,-,-,-,-,-,0,1,1,1,5,3,3,30,21,14,86,96,4717034033
경상북도 안동시 일직면,0,2,1,1,1,31,1,2,3,3,5,42,9,9,18,15,14,113,3,15,12,14,14,20,4717035000
경상북도 안동시 일직면 귀미리,-,-,-,-,-,-,0,0,0,0,0,10,3,1,1,0,1,14,0,1,2,3,1,2,4717035021
경상북도 안동시 일직면 망호리,-,-,-,-,-,-,0,1,0,1,2,4,1,1,5,4,4,18,0,2,2,3,1,3,4717035023
경상북도 영천시 조교동,-,-,-,-,-,-,0,0,0,1,1,11,0,0,0,0,0,7,0,2,4,1,1,7,4723010100
경상북도 영천시 야사동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,1,0,-,-,-,-,-,-,4723010300
경상북도 영주시 안정면 대평리,0,12,8,4,0,2,0,0,0,0,0,2,0,1,1,2,3,2,0,5,5,9,3,2,4721035032
경상북도 영주시 안정면 오계리,0,6,3,1,1,0,0,0,0,2,3,5,7,7,3,2,3,4,14,30,38,37,16,11,4721035033
경상북도 영덕군 남정면 사암리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,0,4,0,1,2,0,0,0,4777032042
전라남도 영광군 법성면 입암리,-,-,-,-,-,-,0,0,0,0,0,4,0,0,0,0,2,54,0,1,6,10,11,39,4687037026
전라남도 영광군 법성면 월산리,0,0,0,0,0,1,0,3,0,0,1,1,0,5,8,14,8,109,2,25,81,63,42,35,4687037028
전라남도 보성군 겸백면 용산리,-,-,-,-,-,-,0,1,5,5,0,1,0,0,3,15,4,57,2,15,19,14,7,6,4678033026
전라남도 장성군 장성읍 용곡리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4688025036
울산광역시 울주군 온양읍,-,-,-,-,-,-,2,16,2,4,5,70,5,19,13,10,27,50,26,127,92,57,31,43,3171025600
울산광역시 울주군 온양읍 발리,-,-,-,-,-,-,2,13,1,1,3,40,0,1,1,3,6,10,0,5,9,5,4,21,3171025621
울산광역시 울주군 온양읍 망양리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,1,1,0,1,2,1,2,5,3171025623
울산광역시 울주군 온양읍 남창리,-,-,-,-,-,-,0,0,0,0,0,4,0,1,1,0,0,1,6,22,10,4,2,0,3171025624
경상북도 포항시남구 대송면 송동리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,0,3,1,2,2,0,4711131026
경상북도 포항시남구 대송면 제내리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2,1,2,2,2,4711131027
경상북도 포항시남구 동해면,0,0,0,0,1,3,-,-,-,-,-,-,0,1,0,1,2,19,2,8,7,5,10,16,4711132000
경상북도 포항시남구 동해면 약전리,0,0,0,0,0,2,-,-,-,-,-,-,0,0,0,0,0,1,0,0,0,0,3,4,4711132022
충청북도 음성군 맹동면 통동리,0,0,0,0,0,1,-,-,-,-,-,-,0,2,1,3,1,12,0,0,0,1,0,0,4377033029
충청북도 음성군 대소면,1,14,23,14,13,101,1,4,6,5,11,79,6,32,47,38,41,735,57,249,350,129,75,119,4377034000
충청북도 음성군 맹동면 본성리,1,0,2,0,0,1,-,-,-,-,-,-,1,3,5,3,1,8,2,5,5,1,1,0,4377033027
경기도 광주시 도척면,5,11,7,7,4,22,0,0,1,1,3,5,3,12,14,14,11,78,126,457,364,168,83,72,4161033000
경기도 광주시 도척면 유정리,0,1,1,1,1,4,0,0,0,0,1,0,0,2,2,2,1,13,16,110,136,81,44,47,4161033022
경기도 화성시 봉담읍 유리,-,-,-,-,-,-,-,-,-,-,-,-,2,0,0,0,0,0,0,0,0,0,0,1,4159025332
경기도 화성시 봉담읍,0,1,0,1,0,3,0,0,6,1,2,5,53,4,33,28,110,62,16,47,30,13,8,8,4159025300
경기도 화성시 봉담읍 내리,0,0,0,0,0,1,-,-,-,-,-,-,8,0,0,0,0,8,0,2,3,1,0,1,4159025322
경기도 화성시 봉담읍 수영리,-,-,-,-,-,-,0,0,5,0,2,2,5,0,0,0,0,1,0,1,2,3,2,1,4159025323
경기도 화성시 봉담읍 와우리,-,-,-,-,-,-,-,-,-,-,-,-,3,0,0,0,0,0,-,-,-,-,-,-,4159025325
경기도 화성시 봉담읍 수기리,-,-,-,-,-,-,-,-,-,-,-,-,2,0,0,1,0,1,0,0,0,1,0,0,4159025326
경기도 화성시 봉담읍 왕림리,0,1,0,0,0,0,-,-,-,-,-,-,3,1,8,0,1,4,0,1,1,0,1,1,4159025328
경기도 화성시 봉담읍 세곡리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,0,1,1,0,1,0,4159025329
전라남도 신안군 자은면 유천리,-,-,-,-,-,-,-,-,-,-,-,-,0,2,1,3,3,98,0,2,6,8,6,15,4691033024
전라남도 신안군 자은면 유각리,-,-,-,-,-,-,-,-,-,-,-,-,0,14,16,7,6,175,0,2,8,11,8,20,4691033025
전라남도 신안군 자은면 면전리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,10,6,2,33,0,1,5,6,12,18,4691033026
전라남도 신안군 자은면 고장리,-,-,-,-,-,-,-,-,-,-,-,-,7,17,16,9,9,85,0,2,9,16,13,56,4691033028
전라남도 신안군 자은면 구영리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,3,2,6,115,1,5,9,14,11,33,4691033029
전라남도 신안군 비금면 광대리,-,-,-,-,-,-,-,-,-,-,-,-,0,2,3,13,13,38,1,2,1,1,2,5,4691034021
전라남도 신안군 비금면 용소리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,2,6,2,10,0,2,4,4,5,18,4691034022
전라남도 신안군 비금면 가산리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,3,13,14,0,1,1,2,1,4,4691034024
전라남도 신안군 비금면 덕산리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,1,35,1,2,2,2,3,26,4691034025
전라남도 신안군 비금면 구림리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,2,39,1,1,1,2,5,8,4691034027
전라남도 신안군 비금면 신원리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,8,9,40,0,1,5,2,6,16,4691034028
부산광역시 강서구 죽림동,0,0,0,1,0,2,-,-,-,-,-,-,-,-,-,-,-,-,4,55,51,26,8,8,2644010500
부산광역시 강서구 식만동,0,0,3,2,2,23,-,-,-,-,-,-,0,0,0,0,0,1,3,22,40,24,5,5,2644010600
부산광역시 강서구 죽동동,0,1,4,0,1,3,-,-,-,-,-,-,0,0,1,0,0,0,5,64,118,94,88,68,2644010700
부산광역시 강서구 봉림동,0,1,5,7,4,14,1,5,3,0,0,8,1,0,2,3,1,3,6,33,98,117,83,54,2644010800
경기도 화성시 팔탄면 덕우리,-,-,-,-,-,-,0,2,1,2,1,0,0,0,0,1,1,13,0,2,1,0,0,1,4159036030
경기도 화성시 서신면 제부리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,1,0,2,-,-,-,-,-,-,4159035026
경기도 화성시 서신면 홍법리,-,-,-,-,-,-,1,1,3,1,1,10,0,0,3,2,2,10,1,2,2,5,0,1,4159035027
경기도 화성시 서신면 매화리,-,-,-,-,-,-,0,2,2,1,4,25,0,1,2,2,1,61,0,0,2,1,1,0,4159035029
경기도 화성시 서신면 용두리,-,-,-,-,-,-,0,3,6,2,5,42,2,1,1,2,1,16,0,2,4,4,5,16,4159035030
경기도 화성시 서신면 백미리,-,-,-,-,-,-,1,2,3,2,3,9,0,1,0,1,1,11,0,1,4,5,3,2,4159035032
경기도 화성시 팔탄면,1,4,4,3,2,6,0,2,2,5,2,6,4,7,10,6,7,73,12,98,82,60,22,78,4159036000
경기도 화성시 팔탄면 창곡리,0,1,0,2,0,1,-,-,-,-,-,-,1,1,1,0,0,6,0,10,13,8,2,1,4159036022
경기도 화성시 팔탄면 기천리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,1,0,3,6,41,16,6,1,1,4159036023
경기도 화성시 팔탄면 구장리,0,0,1,0,0,0,-,-,-,-,-,-,0,1,1,1,1,8,1,10,17,7,2,2,4159036025
경기도 화성시 팔탄면 율암리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,1,8,0,3,2,1,0,0,4159036026
경기도 화성시 팔탄면 덕천리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,3,0,0,1,0,0,0,4159036028
전라남도 순천시 낙안면 평촌리,0,0,0,0,1,9,-,-,-,-,-,-,0,0,0,0,0,1,0,2,3,5,4,55,4615038029
전라남도 구례군 마산면 황전리,-,-,-,-,-,-,0,0,614,1,1,11,0,3,2,4,17,28,0,8,16,20,23,64,4673034024
전라남도 구례군 마산면 갑산리,-,-,-,-,-,-,0,2,1,1,2,11,0,1,0,1,5,20,5,30,36,44,55,109,4673034025
전라남도 구례군 광의면,0,1,1,0,1,67,3,92,23,26,21,96,0,37,17,48,72,88,25,163,193,190,207,460,4673035000
전라남도 구례군 광의면 연파리,0,0,0,0,0,1,0,4,1,0,0,0,0,2,1,2,3,7,2,16,12,10,13,39,4673035021
전라남도 구례군 광의면 대산리,0,0,0,0,1,13,0,0,1,0,0,9,0,0,0,2,3,10,0,11,11,22,57,91,4673035023
전라남도 구례군 광의면 지천리,0,1,1,0,0,43,0,1,1,5,2,11,0,1,1,9,4,10,2,35,44,47,43,94,4673035024
전라남도 구례군 광의면 대전리,0,0,0,0,0,2,0,2,1,1,1,12,0,3,5,15,20,17,1,10,14,13,14,35,4673035026
전라남도 구례군 광의면 온당리,-,-,-,-,-,-,2,30,16,15,15,49,0,19,7,6,15,22,5,24,41,27,26,97,4673035027
전라남도 구례군 용방면,1,2,4,3,6,220,33,142,85,85,43,197,13,62,75,60,25,56,43,404,399,362,220,228,4673036000
전라남도 구례군 용방면 신지리,0,0,0,0,0,6,0,0,0,0,0,1,0,2,1,1,1,6,12,65,39,38,19,17,4673036022
경상남도 창녕군 영산면 신제리,-,-,-,-,-,-,-,-,-,-,-,-,0,2,3,2,5,14,0,23,18,10,7,16,4874038027
경상남도 창녕군 영산면 월령리,1,1,2,2,4,20,0,0,0,0,0,1,0,1,3,3,5,13,0,1,102,175,30,2,4874038028
경상남도 창녕군 장마면,0,0,0,1,7,17,0,0,4,5,12,21,3,22,38,49,50,173,0,76,218,479,79,43,4874039000
경상남도 창녕군 장마면 강리,0,0,0,0,1,1,0,0,0,0,1,0,0,2,2,2,9,16,0,2,68,75,26,2,4874039021
경상북도 영천시 고경면 창상리,0,0,0,0,0,1,0,0,1,1,2,21,0,1,1,2,3,35,0,10,17,11,6,10,4723038023
경상북도 영천시 고경면 대의리,0,0,0,0,0,1,0,1,7,2,8,58,0,0,0,1,4,36,-,-,-,-,-,-,4723038024
경상북도 영천시 고경면 오류리,-,-,-,-,-,-,0,0,0,0,1,5,0,0,0,0,0,16,0,0,0,0,0,1,4723038026
경상북도 영천시 고경면 고도리,-,-,-,-,-,-,0,0,0,0,0,2,0,0,0,0,3,22,0,0,0,0,0,1,4723038027
경상북도 영천시 고경면 용전리,0,0,0,0,0,1,0,1,0,4,2,31,0,1,2,4,2,48,0,1,1,2,1,0,4723038029
경상북도 영천시 고경면 상리리,-,-,-,-,-,-,10,0,0,0,0,6,0,0,0,0,0,21,0,0,1,6,0,2,4723038031
경상북도 영천시 고경면 학리,-,-,-,-,-,-,0,0,0,0,0,6,0,0,0,0,1,9,0,0,0,1,1,1,4723038032
경상북도 영천시 북안면 원당리,-,-,-,-,-,-,0,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-,-,4723039039
경상남도 사천시 정동면 수청리,-,-,-,-,-,-,0,0,1,0,1,5,0,0,1,0,0,11,5,5,3,1,2,1,4824031025
경상남도 사천시 사천읍 선인리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,2,16,6,6,3,1,0,0,4824025021
경상남도 사천시 사천읍 정의리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,4,1,5,-,-,-,-,-,-,4824025022
경상남도 사천시 사천읍 수석리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,1,2,-,-,-,-,-,-,4824025024
경상남도 사천시 사천읍 사주리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,4,1,6,5,2,1,1,4824025025
경상남도 사천시 사천읍 구암리,-,-,-,-,-,-,0,2,0,0,3,1,0,3,11,7,12,65,6,11,11,7,2,2,4824025028
경상남도 사천시 사천읍 금곡리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,7,3,4,4,1,0,0,4824025030
경상남도 사천시 사천읍 두량리,-,-,-,-,-,-,1,0,7,3,1,20,0,1,3,8,7,75,20,21,22,5,5,22,4824025031
경상남도 사천시 정동면 예수리,-,-,-,-,-,-,0,0,0,2,2,8,0,3,1,4,1,12,5,5,5,5,1,2,4824031022
경상남도 사천시 정동면 화암리,-,-,-,-,-,-,-,-,-,-,-,-,0,4,5,0,1,19,8,4,5,0,2,1,4824031023
경상남도 사천시 사천읍,-,-,-,-,-,-,1,10,12,8,9,32,4,9,15,24,28,224,51,84,69,26,11,36,4824025000
경상북도 영천시 청통면 신학리,-,-,-,-,-,-,0,0,1,0,0,10,0,0,0,0,1,11,0,0,0,1,0,1,4723031029
경상북도 영천시 청통면 애련리,-,-,-,-,-,-,0,0,2,3,3,8,0,0,0,0,0,5,-,-,-,-,-,-,4723031031
경상북도 영천시 청통면 계포리,0,0,0,0,0,1,0,0,0,0,6,5,0,0,0,0,0,5,0,0,0,0,0,1,4723031032
경상북도 영천시 청통면 신원리,0,0,0,0,0,1,0,1,1,1,7,22,0,0,0,0,0,8,-,-,-,-,-,-,4723031034
경상북도 영천시 신녕면,-,-,-,-,-,-,1,1,1,3,5,52,2,5,8,9,19,249,0,0,0,0,0,10,4723032000
경상북도 영천시 신녕면 치산리,-,-,-,-,-,-,0,0,0,0,0,1,2,3,2,2,1,17,-,-,-,-,-,-,4723032021
경상북도 영천시 신녕면 화서리,-,-,-,-,-,-,0,0,0,1,1,7,0,1,1,1,1,9,0,0,0,0,0,1,4723032023
경상북도 영천시 신녕면 왕산리,-,-,-,-,-,-,0,0,1,0,1,10,0,0,0,0,2,43,0,0,0,0,0,4,4723032025
경상북도 영천시 임고면 우항리,0,0,0,0,2,1,0,0,1,2,2,29,0,0,0,1,0,54,0,6,13,17,6,16,4723037031
경상북도 영천시 자양면 용산리,-,-,-,-,-,-,0,0,0,1,0,2,0,0,0,1,0,6,-,-,-,-,-,-,4723036025
경상북도 영천시 자양면 성곡리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,13,-,-,-,-,-,-,4723036028
경상남도 김해시 진영읍 하계리,-,-,-,-,-,-,1,0,0,0,0,10,0,0,0,1,12,6,1,3,10,8,6,2,4825025022
경상남도 김해시 진영읍 방동리,-,-,-,-,-,-,0,0,0,0,0,8,-,-,-,-,-,-,0,0,2,8,0,0,4825025023
전라남도 보성군 미력면,0,0,1,0,0,3,0,46,70,42,16,90,6,19,27,56,41,428,27,67,339,97,66,130,4678032000
전라남도 보성군 미력면 도개리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,2,5,2,53,3,8,12,12,7,12,4678032021
전라남도 보성군 미력면 미력리,0,0,0,0,0,1,0,0,0,9,0,7,1,6,2,7,7,62,1,6,11,3,3,5,4678032022
전라남도 보성군 미력면 용정리,-,-,-,-,-,-,0,1,6,4,2,6,0,4,14,19,5,85,0,10,15,17,18,25,4678032024
전라남도 보성군 미력면 덕림리,-,-,-,-,-,-,0,0,2,5,0,1,1,1,1,4,3,48,2,9,20,6,9,23,4678032025
전라남도 보성군 미력면 초당리,0,0,1,0,0,0,0,0,23,0,2,12,0,4,3,12,9,67,7,6,10,6,4,11,4678032027
전라남도 보성군 겸백면,0,0,0,0,0,2,0,102,127,45,27,55,39,25,51,63,67,473,32,158,137,96,74,70,4678033000
전라남도 보성군 겸백면 운림리,-,-,-,-,-,-,-,-,-,-,-,-,2,2,12,9,11,115,2,18,8,5,3,2,4678033022
전라남도 보성군 겸백면 은덕리,-,-,-,-,-,-,-,-,-,-,-,-,1,4,5,3,9,44,2,12,12,13,13,3,4678033023
경상북도 포항시남구 대송면,0,0,0,0,0,3,-,-,-,-,-,-,2,2,5,2,3,9,0,10,19,19,16,16,4711131000
경상북도 포항시남구 대송면 공수리,0,0,0,0,0,3,-,-,-,-,-,-,0,0,0,0,0,1,0,2,3,6,3,4,4711131021
경상북도 포항시남구 대송면 홍계리,-,-,-,-,-,-,-,-,-,-,-,-,2,0,2,1,2,5,0,1,2,1,1,1,4711131023
경상북도 포항시남구 대송면 산여리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,0,0,0,-,-,-,-,-,-,4711131024
경상북도 포항시남구 오천읍 항사리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,0,0,2,0,1,1,0,1,1,4711125623
경상북도 포항시남구 장기면 대진리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,-,-,-,-,-,-,4711133035
경상북도 포항시남구 장기면 학계리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,4,0,1,5,6,4,3,4711133037
경상북도 포항시남구 장기면 학곡리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,2,0,1,2,3,5,5,4711133038
경상북도 포항시남구 장기면 창지리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,0,14,0,0,0,0,1,3,4711133040
전라남도 영광군 낙월면 월촌리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,0,0,4687038025
전라남도 영광군 낙월면 신기리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4687038026
경기도 광주시 쌍령동,-,-,-,-,-,-,-,-,-,-,-,-,0,2,4,3,2,6,1,1,2,0,0,0,4161010200
경기도 광주시 송정동,1,0,0,0,0,0,-,-,-,-,-,-,0,0,0,0,0,3,2,5,1,0,0,0,4161010300
경기도 광주시 회덕동,-,-,-,-,-,-,-,-,-,-,-,-,0,2,2,1,1,5,1,1,3,0,1,0,4161010400
경기도 광주시 목현동,-,-,-,-,-,-,-,-,-,-,-,-,0,4,3,3,1,6,1,2,2,1,1,0,4161010600
경기도 광주시 삼동,-,-,-,-,-,-,-,-,-,-,-,-,0,1,3,3,4,26,0,2,2,0,0,0,4161010700
경기도 광주시 직동,-,-,-,-,-,-,0,0,0,0,1,4,1,2,3,2,2,9,0,4,3,2,0,0,4161010900
경기도 광주시 태전동,-,-,-,-,-,-,-,-,-,-,-,-,0,2,2,2,1,11,0,4,4,0,1,1,4161011000
경기도 광주시 장지동,0,2,2,2,2,40,0,0,0,0,0,2,0,2,2,2,2,25,1,4,21,15,6,3,4161011100
경기도 광주시 목동,-,-,-,-,-,-,-,-,-,-,-,-,0,1,2,3,2,4,0,7,5,5,2,2,4161011300
경상북도 영주시 안정면 옹암리,0,1,0,0,0,0,6,12,19,7,5,9,1,2,2,1,1,2,1,1,7,7,6,6,4721035030
경상북도 영천시 녹전동,-,-,-,-,-,-,0,1,1,1,4,45,0,0,0,0,2,3,0,1,0,1,0,0,4723012100
경상북도 영천시 도림동,0,0,0,0,0,1,0,0,0,0,1,13,0,0,0,0,0,1,0,0,1,1,1,1,4723012200
경상북도 영주시 안정면 동촌리,0,1,0,1,1,1,1,1,1,0,1,4,1,2,6,3,5,3,31,13,9,12,12,2,4721035034
경상북도 영주시 장수면 소룡리,-,-,-,-,-,-,0,4,2,1,3,1,1,2,5,7,4,8,0,8,6,8,2,1,4721034026
경상북도 영주시 장수면 호문리,0,0,0,0,1,0,0,0,0,2,2,0,0,4,2,3,4,14,2,8,6,13,8,4,4721034027
