bjd_Nm,stdg_Cd,vldsia_Rfld1_Area,vldsia_Rfld2_Area,vldsia_Rfld3_Area,vldsia_Rfld4_Area,vldsia_Rfld5_Area,vldsia_Rfld6_Area
경기도 광주시 남종면 귀여리,4161035025,20,27,4,3,0,1
경기도 광주시 남종면 검천리,4161035026,8,21,6,4,0,2
경기도 화성시 서신면 광평리,4159035023,0,5,2,1,0,0
경기도 화성시 서신면 장외리,4159035024,0,1,0,0,0,0
경기도 화성시 송산면 삼존리,4159034023,1,5,12,5,5,8
경기도 화성시 비봉면 쌍학리,4159032026,2,2,2,1,0,0
경기도 화성시 비봉면 청요리,4159032027,2,10,5,3,1,1
경기도 화성시 비봉면 자안리,4159032028,1,2,4,0,1,1
경기도 화성시 마도면 석교리,4159033021,0,2,6,2,1,2
경기도 화성시 마도면 송정리,4159033023,0,3,4,1,1,6
경기도 화성시 마도면 쌍송리,4159033024,0,1,5,4,2,3
경기도 화성시 마도면 슬항리,4159033026,3,11,14,10,5,5
경기도 화성시 마도면 해문리,4159033027,0,2,2,1,0,0
경기도 화성시 마도면 금당리,4159033029,3,8,5,5,3,2
전라남도 구례군 마산면 마산리,4673034021,13,51,18,7,3,10
전라남도 강진군 군동면,4681031000,271,297,284,194,95,184
전라남도 영암군 서호면,4683037000,38,240,312,204,131,217
전라남도 영암군 서호면 화송리,4683037022,0,7,5,5,6,11
전라남도 영암군 서호면 청용리,4683037023,1,4,6,2,2,1
전라남도 영암군 서호면 장천리,4683037025,1,12,22,9,0,7
전라남도 영암군 서호면 쌍풍리,4683037026,1,23,55,24,8,12
전라남도 영암군 서호면 성재리,4683037028,9,61,34,37,20,25
전라남도 영암군 서호면 금강리,4683037029,4,51,87,51,34,58
전라남도 영암군 학산면,4683038000,35,216,325,167,126,200
전라남도 영암군 학산면 묵동리,4683038021,0,7,5,3,1,2
전라남도 영암군 학산면 상월리,4683038022,2,22,33,18,17,20
경상북도 영천시 북안면 명주리,4723039025,1,0,0,0,0,0
경상북도 영천시 북안면 신대리,4723039027,1,0,0,1,0,1
경상북도 영천시 북안면 신리리,4723039028,2,1,1,0,0,1
경상북도 영천시 북안면 도천리,4723039030,1,1,2,0,0,0
경상북도 영천시 북안면 옥천리,4723039031,1,0,0,0,0,2
경상북도 영천시 북안면 고지리,4723039033,1,0,1,1,0,0
경상북도 영천시 북안면 임포리,4723039034,-,-,-,-,-,-
경상북도 영천시 북안면 자포리,4723039036,1,1,2,0,1,1
경상북도 상주시 초산동,4725012800,17,40,38,24,18,34
경상북도 상주시 부원동,4725013100,2,4,1,8,2,3
경상북도 상주시 죽전동,4725013200,8,14,9,4,4,9
경상북도 상주시 만산동,4725013300,2,4,2,2,1,1
경상남도 통영시 용남면 장문리,4822031023,2,8,9,5,4,8
경상남도 통영시 용남면 삼화리,4822031024,7,16,10,5,3,9
경상남도 통영시 용남면 원평리,4822031025,8,15,10,9,9,29
경상남도 통영시 용남면 장평리,4822031026,-,-,-,-,-,-
경상남도 밀양시 무안면 동산리,4827038028,8,4,1,0,0,0
경상남도 밀양시 무안면 삼태리,4827038023,1,9,8,2,0,0
경상남도 창녕군 장마면 초곡리,4874039024,7,1,1,0,0,0
경상북도 영천시 화남면 신호리,4723035023,0,0,1,0,0,0
경상북도 영천시 화남면 사천리,4723035024,0,0,1,0,0,0
경상북도 영천시 화남면 선천리,4723035026,0,0,1,0,0,0
경상북도 영천시 화남면 삼창리,4723035027,0,0,4,0,0,0
경상북도 영천시 화남면 안천리,4723035029,0,0,3,0,0,0
경상북도 영천시 화남면 온천리,4723035030,0,0,2,0,0,0
경상북도 영천시 화남면 용계리,4723035032,-,-,-,-,-,-
경상북도 영천시 자양면,4723036000,0,0,9,4,0,0
경상북도 영천시 자양면 보현리,4723036021,0,0,2,0,0,0
경상북도 영천시 고경면 동도리,4723038035,0,1,1,0,0,0
경상북도 영천시 고경면 차당리,4723038036,0,4,1,0,0,0
경상남도 사천시 곤양면 가화리,4824035029,1,2,0,0,0,0
경상남도 사천시 곤양면 중항리,4824035031,1,5,5,7,4,6
경상남도 사천시 곤양면 무고리,4824035032,16,39,38,20,9,27
경상남도 사천시 곤명면,4824036000,238,228,162,80,44,81
경상남도 사천시 축동면 반용리,4824034025,2,10,4,6,6,4
경상남도 사천시 용현면 송지리,4824033021,5,13,17,11,2,10
경상남도 사천시 용현면 선진리,4824033022,1,1,6,7,5,12
경상남도 사천시 용현면 신촌리,4824033024,0,1,2,1,5,6
경상남도 사천시 용현면 온정리,4824033025,1,6,6,4,4,8
경상남도 사천시 용현면 석계리,4824033027,0,6,4,2,1,2
경상남도 사천시 용현면 구월리,4824033028,4,5,4,3,1,4
경상남도 사천시 용현면 주문리,4824033031,0,4,9,9,6,13
경상북도 영양군 입암면 병옥리,4776031045,4,10,6,4,2,5
경상북도 영양군 입암면 흥구리,4776031046,7,16,22,20,6,62
경상북도 영양군 청기면,4776032000,104,154,76,42,27,54
경상북도 예천군 풍양면 효갈리,4790041042,9,3,3,3,5,4
경상북도 영천시 금호읍 신월리,4723025028,-,-,-,-,-,-
경상북도 영천시 신녕면 화성리,4723032027,-,-,-,-,-,-
경상북도 영천시 신녕면 완전리,4723032028,0,1,3,0,0,0
경상북도 영천시 신녕면 가천리,4723032031,0,0,1,0,0,0
경상북도 영천시 화산면,4723033000,2,29,106,16,8,7
경상북도 영천시 화산면 덕암리,4723033022,0,2,6,2,0,0
경상북도 포항시북구,4711300000,381,1116,1034,860,277,515
경상북도 포항시남구 장기면,4711133000,15,56,60,88,18,37
경상북도 포항시남구 장기면 읍내리,4711133021,-,-,-,-,-,-
경상북도 포항시남구 장기면 마현리,4711133022,2,2,14,17,0,1
경상북도 포항시남구 장기면 영암리,4711133024,0,1,1,0,0,1
경상남도 김해시 주촌면 양동리,4825032026,0,3,1,1,1,1
경상북도 의성군 안평면 석탑리,4773046037,-,-,-,-,-,-
경상북도 의성군 안평면 신안리,4773046039,-,-,-,-,-,-
경상북도 의성군 안평면 대사리,4773046040,0,1,0,0,0,0
경상북도 영천시 본촌동,4723011700,-,-,-,-,-,-
경상북도 영천시 괴연동,4723011900,-,-,-,-,-,-
경상북도 영주시 단산면,4721038000,70,248,119,30,5,4
경상북도 경주시 양남면 읍천리,4713032028,4,1,1,0,0,0
경상남도 합천군 대양면 백암리,4889041030,5,3,4,1,0,0
경상남도 합천군 대양면 오산리,4889041031,2,3,3,1,1,1
경상남도 합천군 쌍백면 대곡리,4889042021,1,5,4,2,1,1
경상남도 합천군 쌍백면 평구리,4889042023,2,4,6,3,3,2
경상남도 합천군 쌍백면 평지리,4889042024,2,8,6,3,2,2
경상남도 합천군 쌍책면 오서리,4889037030,0,3,1,1,4,1
경상남도 합천군 덕곡면,4889038000,22,17,22,13,9,12
경상남도 합천군 덕곡면 장리,4889038022,2,2,3,1,1,0
경상남도 합천군 덕곡면 학리,4889038024,6,3,5,4,1,2
경상남도 합천군 덕곡면 율지리,4889038025,4,4,3,2,2,2
경상북도 경주시 감포읍 노동리,4713025026,0,1,0,0,0,0
경상북도 경주시 감포읍 호동리,4713025028,1,1,1,0,0,0
경기도 성남시수정구 심곡동,4113111100,-,-,-,-,-,-
경상북도 포항시남구 장기면 대곡리,4711133041,0,2,3,2,0,3
경상북도 포항시남구 장기면 정천리,4711133043,2,3,1,0,1,0
경상북도 김천시 대덕면,4715044000,2,4,3,2,1,0
경상북도 김천시 대덕면 연화리,4715044021,0,1,1,0,0,0
경상북도 김천시 대덕면 외감리,4715044023,-,-,-,-,-,-
경상북도 김천시 대덕면 가례리,4715044025,-,-,-,-,-,-
경상북도 김천시 대덕면 조룡리,4715044026,0,0,1,0,0,0
경상북도 김천시 대덕면 관기리,4715044028,0,0,1,1,0,0
전라남도 영광군 법성면 덕흥리,4687037025,6,22,57,26,21,73
경상남도 합천군 초계면 대평리,4889036029,6,4,5,6,1,0
경상남도 합천군 초계면 유하리,4889036030,2,5,3,4,1,0
경상남도 합천군 쌍책면,4889037000,8,27,36,33,20,21
경기도 광주시 경안동,4161010100,2,5,0,0,0,0
울산광역시 울주군 온양읍 삼광리,3171025626,3,5,3,5,0,0
충청남도 논산시 상월면 학당리,4423034030,9,4,3,1,1,3
충청남도 논산시 상월면 주곡리,4423034031,4,16,5,2,1,2
충청남도 논산시 상월면 한천리,4423034032,12,37,32,37,9,41
충청남도 논산시 부적면,4423035000,157,356,241,159,128,199
충청남도 논산시 부적면 마구평리,4423035021,5,9,11,9,8,16
경상북도 안동시 풍산읍 회곡리,4717025026,3,3,2,1,0,0
경상북도 안동시 풍산읍 계평리,4717025027,5,6,4,1,0,1
경상북도 안동시 풍산읍 수곡리,4717025029,4,2,0,1,0,1
경기도 화성시,4159000000,859,3160,2267,1325,1034,985
경기도 광주시 도척면 상림리,4161033025,11,42,21,9,7,20
전라남도 함평군 월야면 예덕리,4686038028,3,20,12,6,6,8
전라남도 함평군 엄다면 송로리,4686034022,27,41,22,11,8,31
경상북도 안동시 예안면 삼계리,4717041026,1,4,0,0,0,0
경상북도 안동시 예안면 도촌리,4717041027,-,-,-,-,-,-
경상북도 안동시 임동면 갈전리,4717040024,3,3,2,1,0,8
경기도 화성시 마도면 고모리,4159033030,1,6,1,1,0,0
경기도 화성시 송산면 사강리,4159034021,0,0,1,2,0,0
경기도 화성시 송산면 봉가리,4159034022,0,1,1,1,1,0
경기도 화성시 비봉면 구포리,4159032025,1,25,25,10,7,7
경상남도 고성군,4882000000,608,1699,1471,949,546,1177
경상남도 고성군 고성읍,4882025000,89,299,197,118,65,110
경상북도 구미시 공단동,4719011300,-,-,-,-,-,-
경상북도 구미시 옥성면 산촌리,4719032026,4,6,3,3,2,0
경상북도 구미시 옥성면 태봉리,4719032027,4,3,2,1,2,1
전라남도 영암군 학산면 학계리,4683038024,1,15,15,9,11,13
전라남도 강진군 강진읍 서산리,4681025035,11,18,8,3,2,0
경상북도 경주시 감포읍 오류리,4713025025,2,2,0,0,1,1
경상북도 의성군 다인면 덕지리,4773044042,1,3,5,4,2,7
경상북도 의성군 다인면 덕미리,4773044043,0,1,1,2,1,5
경상북도 상주시 화서면 하송리,4725041031,1,1,1,1,1,0
경상북도 상주시 화동면 어산리,4725040024,1,0,2,1,0,0
경상북도 상주시 화동면 신촌리,4725040025,3,3,2,1,1,2
경상북도 상주시 화동면 보미리,4725040027,1,1,2,1,0,0
경상북도 상주시 화동면 양지리,4725040028,1,1,2,0,0,0
경상북도 상주시 화서면,4725041000,19,29,21,17,7,9
경상북도 상주시 화서면 신봉리,4725041021,1,2,2,1,0,1
경상북도 상주시 화서면 달천리,4725041023,3,3,3,0,0,0
경상남도 남해군 삼동면 동천리,4884033024,1,3,1,7,6,0
경상남도 남해군 삼동면 봉화리,4884033025,11,43,40,23,52,1
경상남도 남해군 미조면,4884034000,3,4,2,1,1,0
경상남도 남해군 미조면 송정리,4884034021,3,4,2,1,1,0
경상북도 경주시 현곡면 하구리,4713036023,10,34,18,7,4,4
경상북도 경주시 현곡면 무과리,4713036025,2,2,0,0,0,0
경상북도 경주시 현곡면 남사리,4713036026,2,2,1,0,0,0
경상북도 경주시 현곡면 래태리,4713036028,1,2,1,1,0,0
경상북도 경주시 산내면 의곡리,4713034026,0,3,2,0,0,1
경상북도 경주시 산내면 내일리,4713034027,1,4,0,0,0,0
경상북도 경주시 산내면 우라리,4713034028,0,1,1,0,0,0
경상북도 경주시 서면,4713035000,24,69,20,10,7,19
경상북도 경주시 서면 천촌리,4713035021,0,4,0,0,0,0
경상북도 경주시 내남면 안심리,4713033031,3,8,2,2,2,7
경상북도 경주시 내남면 박달리,4713033032,2,3,1,1,0,0
경상남도 합천군 율곡면 문림리,4889035030,1,7,3,3,1,1
경상남도 합천군 율곡면 본천리,4889035031,1,8,4,3,1,3
경상남도 합천군 율곡면 제내리,4889035033,3,5,4,2,2,1
경상남도 합천군 율곡면 임북리,4889035034,4,8,4,2,1,0
경상남도 합천군 초계면 아막리,4889036021,-,-,-,-,-,-
경상남도 합천군 가야면 황산리,4889033031,1,1,2,1,0,3
경상남도 합천군 가야면 야천리,4889033032,0,1,1,0,0,1
경상남도 합천군 가야면 구원리,4889033033,1,0,1,0,0,0
경상남도 합천군 야로면,4889034000,7,57,99,64,33,60
경상남도 합천군 야로면 덕암리,4889034021,1,2,2,1,0,1
경상남도 합천군 야로면 정대리,4889034023,3,4,3,2,0,1
경상남도 사천시 축동면,4824034000,9,47,32,29,22,41
경상남도 사천시 축동면 배춘리,4824034021,2,16,9,9,4,11
경상남도 사천시 축동면 길평리,4824034022,0,1,0,0,0,0
경상남도 사천시 축동면 탑리,4824034024,1,6,6,6,3,11
경상남도 사천시 용현면,4824033000,22,81,101,68,36,83
경상남도 거제시 남부면 다대리,4831033024,5,6,3,2,1,2
경상남도 거제시 남부면 갈곶리,4831033025,-,-,-,-,-,-
경상남도 거제시 거제면,4831034000,86,42,40,1993,19,52
경상남도 거제시 거제면 법동리,4831034021,3,1,1,1,0,1
경상남도 거제시 거제면 내간리,4831034023,7,2,2,1,1,3
경상남도 거제시 연초면 천곡리,4831037029,11,5,4,3,2,6
경상남도 거창군 남하면 무릉리,4888038021,31,32,13,7,3,6
경상남도 거창군 남하면 둔마리,4888038023,6,21,7,9,2,8
경상남도 거창군 남하면 지산리,4888038024,73,69,31,26,25,18
경상북도 포항시남구 장기면 신창리,4711133025,1,6,1,0,0,0
경상북도 포항시남구 장기면 계원리,4711133027,1,1,0,9,0,3
경상북도 포항시남구 장기면 수성리,4711133029,0,2,4,4,0,1
경상북도 포항시남구 장기면 임중리,4711133030,1,10,8,8,7,0
경상북도 포항시남구 장기면 산서리,4711133032,0,1,3,9,0,1
경상북도 포항시남구 장기면 금오리,4711133034,0,0,1,2,1,0
경상북도 포항시북구 장성동,4711312100,-,-,-,-,-,-
경상북도 포항시북구 양덕동,4711312200,0,2,0,0,0,0
경상북도 경주시 외동읍 개곡리,4713025928,1,17,17,7,42,2
경상북도 상주시 화서면 지산리,4725041029,0,1,2,1,1,1
경상북도 상주시 화서면 상곡리,4725041030,2,4,2,1,1,0
경상북도 경주시 신평동,4713013600,-,-,-,-,-,-
경상북도 경주시 덕동,4713013700,-,-,-,-,-,-
경상북도 경주시 암곡동,4713013800,1,1,0,0,0,0
경상북도 경주시 황용동,4713013900,0,0,1,0,0,0
경상북도 경주시 북군동,4713014000,0,1,0,0,0,0
경상북도 경주시 손곡동,4713014100,-,-,-,-,-,-
경상북도 경주시 율동,4713014200,1,5,2,0,0,1
경상북도 경주시 석장동,4713014400,-,-,-,-,-,-
경상북도 경주시 감포읍,4713025000,7,14,7,4,2,2
경상북도 경주시 감포읍 전동리,4713025022,1,2,1,1,0,0
경상북도 경주시 감포읍 전촌리,4713025023,1,2,1,0,0,0
경상남도 남해군 삼동면,4884033000,16,58,62,56,102,2
경상남도 남해군 삼동면 지족리,4884033022,1,2,1,4,7,1
경상북도 경주시 양남면,4713032000,22,24,12,6,2,5
경상북도 경주시 양남면 하서리,4713032021,9,4,1,1,0,1
경상북도 경주시 양남면 신서리,4713032023,1,2,1,0,0,1
경상북도 경주시 현곡면 오류리,4713036030,4,10,6,2,1,1
경상북도 경주시 서면 아화리,4713035022,13,6,2,1,1,0
경상북도 경주시 서면 도계리,4713035023,0,2,1,0,0,0
경상북도 경주시 강동면 호명리,4713037022,1,5,3,7,0,3
경상북도 경주시 서면 심곡리,4713035026,3,6,0,0,0,0
경상북도 경주시 서면 사라리,4713035027,1,10,1,0,0,0
경상북도 경주시 현곡면,4713036000,36,100,45,17,8,11
경상북도 경주시 현곡면 소현리,4713036022,2,11,4,3,1,1
경상남도 합천군 가야면 죽전리,4889033021,2,3,1,1,1,1
경상남도 합천군 야로면 구정리,4889034026,0,28,8,3,11,2
경상남도 합천군 야로면 금평리,4889034027,0,5,20,11,6,15
경상남도 합천군 야로면 매촌리,4889034029,0,2,12,8,2,14
경상남도 합천군 야로면 하림리,4889034031,1,3,3,1,0,1
경상남도 합천군 묘산면 관기리,4889032025,0,0,2,0,1,3
경상남도 합천군 묘산면 광산리,4889032026,1,1,4,0,1,1
경상남도 합천군 묘산면 산제리,4889032028,0,1,4,3,2,4
경상남도 합천군 묘산면 가산리,4889032029,0,1,2,4,2,4
경상남도 합천군 묘산면 거산리,4889032031,1,9,3,3,1,0
경상남도 합천군 가야면,4889033000,68,83,95,47,25,57
경상남도 합천군 야로면 월광리,4889034024,1,4,4,4,1,1
경상북도 김천시 대덕면 화전리,4715044029,-,-,-,-,-,-
경상북도 안동시 석동동,4717013800,1,4,0,0,0,1
경상북도 안동시 수상동,4717014100,1,2,2,0,0,0
경상북도 안동시 안기동,4717012800,0,1,0,0,0,0
경상북도 안동시 성곡동,4717013000,0,2,0,1,0,0
경상북도 안동시 안막동,4717013200,0,5,1,0,0,0
경상북도 안동시 옥동,4717013300,2,2,9,0,0,0
경상북도 안동시 풍산읍 노리,4717025030,0,2,0,1,0,0
경상북도 안동시 풍산읍 만운리,4717025032,3,4,1,0,0,0
경상북도 안동시 남후면 무릉리,4717036022,3,3,2,1,1,1
경상북도 안동시 남후면 개곡리,4717036023,1,3,1,0,0,0
경상북도 안동시 남후면 고하리,4717036025,1,2,1,1,0,0
경상북도 안동시 남후면 고상리,4717036026,1,2,1,1,0,0
경상북도 안동시 남후면 하아리,4717036028,0,1,0,0,0,0
경상북도 안동시 남후면 단호리,4717036029,3,2,3,1,0,2
경상북도 안동시 남선면 이천리,4717037021,2,1,0,0,0,0
경상북도 안동시 풍천면 광덕리,4717034024,7,15,18,17,15,50
경상북도 안동시 남선면 신흥리,4717037024,-,-,-,-,-,-
경상북도 안동시 일직면 송리리,4717035031,1,3,1,0,0,0
전라남도 함평군 엄다면 신계리,4686034023,13,24,15,4,3,11
전라남도 함평군 엄다면 영흥리,4686034025,38,47,26,11,9,30
전라남도 함평군 엄다면 성천리,4686034027,104,18,7,7,5,16
전라남도 함평군 엄다면 화양리,4686034028,74,28,19,6,5,16
전라남도 함평군 대동면,4686035000,82,397,322,198,166,350
전라남도 함평군 대동면 금곡리,4686035022,7,50,41,25,23,34
전라남도 함평군 대동면 백호리,4686035023,4,22,26,14,11,25
전라남도 함평군 대동면 강운리,4686035025,3,42,55,34,23,54
전라남도 함평군 대동면 덕산리,4686035027,9,28,12,11,6,11
전라남도 함평군 대동면 용성리,4686035028,1,20,23,14,17,42
전라남도 영암군 학산면 독천리,4683038027,2,10,21,7,3,6
전라남도 영암군 학산면 신덕리,4683038028,1,9,26,11,7,7
경상북도 안동시 길안면 금곡리,4717039024,-,-,-,-,-,-
경상북도 안동시 길안면 송사리,4717039025,1,0,0,0,0,0
경상북도 안동시 길안면 대사리,4717039026,1,1,0,0,0,0
