bjd_Nm,etc_Area,field_Area,forest_Area,fruit_Area,grass_Area,paddy_Area,stdg_Cd
경상남도 양산시 원동면 용당리,166,155,947,30,215,109,4833032022
경기도 가평군 가평읍,727,1184,6488,173,5054,880,4182025000
경기도 가평군 가평읍 읍내리,106,111,290,29,84,69,4182025021
경상남도 창녕군 장마면 산지리,28,29,29,27,67,41,4874039025
경상남도 창녕군 장마면 동정리,27,38,5,13,98,48,4874039027
경상남도 밀양시 무안면 판곡리,12,12,58,11,31,103,4827038029
경상남도 밀양시 초동면 반월리,171,83,5,19,90,138,4827037025
경상남도 밀양시 초동면 검암리,37,42,28,85,33,170,4827037026
경상남도 밀양시 초동면 성만리,4,50,120,39,94,83,4827037028
경상남도 밀양시 초동면 신호리,50,10,0,9,21,74,4827037029
경상북도 영천시 고경면 상덕리,5,54,195,33,67,37,4723038039
경상북도 영천시 고경면 가수리,11,67,123,16,5,29,4723038040
경상북도 영천시 고경면 삼산리,10,42,16,34,44,26,4723038042
경상북도 영천시 고경면 오룡리,9,57,222,66,165,25,4723038044
충청남도 부여군 규암면 금암리,9,54,57,23,44,72,4476031028
충청남도 부여군 규암면 신리,44,72,49,7,5,77,4476031029
충청남도 부여군 규암면 진변리,25,15,7,7,3,88,4476031031
충청남도 부여군 규암면 규암리,8,28,2,5,4,5,4476031032
충청남도 부여군 부여읍 현북리,95,128,165,23,11,134,4476025042
충청남도 부여군 규암면,412,1046,714,216,349,1879,4476031000
충청남도 부여군 규암면 나복리,9,81,107,10,48,204,4476031022
충청남도 부여군 규암면 모리,9,21,42,7,5,84,4476031023
충청남도 부여군 규암면 호암리,59,38,46,11,27,45,4476031025
충청남도 부여군 부여읍 왕포리,30,49,0,2,1,98,4476025041
경기도 광주시 남종면 이석리,41,17,327,6,44,7,4161035023
경기도 광주시 남종면 귀여리,195,94,613,12,500,136,4161035025
경기도 광주시 남종면 검천리,151,83,203,48,269,74,4161035026
경기도 광주시 남종면 우천리,101,16,0,0,0,1,4161035028
경기도 화성시 서신면 광평리,4,44,0,39,14,73,4159035023
경기도 화성시 서신면 장외리,41,73,45,68,64,127,4159035024
경기도 화성시 송산면 삼존리,77,106,5,86,30,361,4159034023
경기도 화성시 비봉면 쌍학리,4,130,45,40,253,107,4159032026
경기도 화성시 비봉면 청요리,0,68,59,62,92,111,4159032027
경기도 화성시 비봉면 자안리,1,89,44,69,100,103,4159032028
경기도 화성시 마도면 석교리,3,42,0,30,76,91,4159033021
경기도 화성시 마도면 송정리,4,91,31,87,33,124,4159033023
경기도 화성시 마도면 쌍송리,93,41,4,33,99,85,4159033024
경기도 화성시 마도면 슬항리,1,29,5,14,19,177,4159033026
경기도 화성시 마도면 해문리,2,51,14,61,47,62,4159033027
경기도 화성시 마도면 금당리,3,56,22,71,28,93,4159033029
전라남도 구례군 마산면 마산리,6,88,106,6,95,89,4673034021
전라남도 강진군 군동면,335,834,1379,451,1265,1789,4681031000
전라남도 영암군 서호면,439,600,678,222,1073,1365,4683037000
전라남도 영암군 서호면 화송리,4,47,0,26,39,92,4683037022
전라남도 영암군 서호면 청용리,13,34,106,47,196,82,4683037023
전라남도 영암군 서호면 장천리,4,29,141,15,207,92,4683037025
전라남도 영암군 서호면 쌍풍리,19,93,115,69,119,153,4683037026
전라남도 영암군 서호면 성재리,44,85,56,2,71,146,4683037028
전라남도 영암군 서호면 금강리,132,77,37,0,109,183,4683037029
전라남도 영암군 학산면,341,966,1582,283,1617,1381,4683038000
전라남도 영암군 학산면 묵동리,5,104,311,7,290,41,4683038021
전라남도 영암군 학산면 상월리,68,142,346,52,320,195,4683038022
경상북도 영천시 북안면 명주리,7,22,0,19,69,53,4723039025
경상북도 영천시 북안면 신대리,9,15,0,60,38,55,4723039027
경상북도 영천시 북안면 신리리,15,31,0,46,27,84,4723039028
경상북도 영천시 북안면 도천리,8,44,3,40,40,52,4723039030
경상북도 영천시 북안면 옥천리,1,36,45,59,32,29,4723039031
경상북도 영천시 북안면 고지리,16,49,124,46,127,80,4723039033
경상북도 영천시 북안면 임포리,11,51,78,37,75,38,4723039034
경상북도 영천시 북안면 자포리,3,55,120,16,93,42,4723039036
경상북도 상주시 초산동,13,82,0,1,6,184,4725012800
경상북도 상주시 부원동,1,45,44,34,116,45,4725013100
경상북도 상주시 죽전동,4,19,0,0,0,149,4725013200
경상북도 상주시 만산동,12,47,48,58,65,99,4725013300
경상남도 통영시 용남면 장문리,4,19,40,50,83,43,4822031023
경상남도 통영시 용남면 삼화리,4,22,21,38,63,50,4822031024
경상남도 통영시 용남면 원평리,11,47,45,37,148,90,4822031025
경상남도 통영시 용남면 장평리,6,37,0,65,42,18,4822031026
경상남도 밀양시 무안면 동산리,12,25,230,44,151,85,4827038028
경상남도 밀양시 무안면 삼태리,19,21,126,26,40,81,4827038023
경상남도 창녕군 장마면 초곡리,9,64,182,23,166,75,4874039024
경상북도 영천시 화남면 신호리,31,74,107,15,82,111,4723035023
경상북도 영천시 화남면 사천리,23,85,185,39,151,93,4723035024
경상북도 영천시 화남면 선천리,45,87,8,25,131,97,4723035026
경상북도 영천시 화남면 삼창리,22,107,64,11,57,78,4723035027
경상북도 영천시 화남면 안천리,26,94,200,49,212,110,4723035029
경상북도 영천시 화남면 온천리,4,26,161,25,144,41,4723035030
경상북도 영천시 화남면 용계리,15,10,768,22,148,11,4723035032
경상북도 영천시 자양면,653,513,5488,417,1547,285,4723036000
경상북도 영천시 자양면 보현리,15,210,948,142,495,109,4723036021
경상북도 영천시 고경면 동도리,15,63,102,10,44,51,4723038035
경상북도 영천시 고경면 차당리,15,67,148,35,122,50,4723038036
경상남도 사천시 곤양면 가화리,49,38,63,41,273,53,4824035029
경상남도 사천시 곤양면 중항리,6,88,0,99,164,83,4824035031
경상남도 사천시 곤양면 무고리,5,31,235,34,242,125,4824035032
경상남도 사천시 곤명면,637,421,2032,440,2291,1159,4824036000
경상남도 사천시 축동면 반용리,19,69,48,61,218,65,4824034025
경상남도 사천시 용현면 송지리,9,45,0,18,8,167,4824033021
경상남도 사천시 용현면 선진리,18,103,0,30,2,73,4824033022
경상남도 사천시 용현면 신촌리,12,46,0,24,2,34,4824033024
경상남도 사천시 용현면 온정리,18,35,0,7,0,121,4824033025
경상남도 사천시 용현면 석계리,3,16,109,27,115,42,4824033027
경상남도 사천시 용현면 구월리,14,16,55,16,95,62,4824033028
경상남도 사천시 용현면 주문리,6,5,0,0,0,176,4824033031
경상북도 영양군 입암면 병옥리,10,30,104,22,140,37,4776031045
경상북도 영양군 입암면 흥구리,36,40,56,26,71,50,4776031046
경상북도 영양군 청기면,196,967,9137,994,2336,438,4776032000
경상북도 예천군 풍양면 효갈리,116,43,42,37,39,150,4790041042
경상북도 영천시 금호읍 신월리,19,49,13,10,46,133,4723025028
경상북도 영천시 신녕면 화성리,7,29,6,0,128,85,4723032027
경상북도 영천시 신녕면 완전리,20,39,3,0,58,138,4723032028
경상북도 영천시 신녕면 가천리,13,36,417,13,224,39,4723032031
경상북도 영천시 화산면,190,879,1160,239,1861,983,4723033000
경상북도 영천시 화산면 덕암리,7,29,11,22,35,53,4723033022
경상북도 포항시북구,1719,6939,38621,2882,13007,10387,4711300000
경상북도 포항시북구 신흥동,0,2,2,0,0,9,4711310200
경상북도 포항시남구 장기면,268,1026,4634,726,2095,1286,4711133000
경상북도 포항시남구 장기면 읍내리,12,21,64,11,5,4,4711133021
경상북도 포항시남구 장기면 마현리,12,23,3,19,67,74,4711133022
경상북도 포항시남구 장기면 영암리,4,50,10,16,39,22,4711133024
경상남도 김해시 주촌면 양동리,6,17,124,45,123,65,4825032026
경상북도 의성군 안평면 석탑리,5,81,286,78,358,70,4773046037
경상북도 의성군 안평면 신안리,11,71,253,99,483,93,4773046039
경상북도 의성군 안평면 대사리,11,57,188,75,219,90,4773046040
경상북도 영천시 본촌동,13,67,0,48,173,76,4723011700
경상북도 영천시 괴연동,10,24,219,30,182,58,4723011900
경상북도 영주시 단산면,125,586,5007,465,2137,908,4721038000
경상북도 경주시 양남면 읍천리,4,64,7,51,45,34,4713032028
경상남도 합천군 대양면 백암리,3,49,344,41,208,86,4889041030
경상남도 합천군 대양면 오산리,4,12,395,39,65,60,4889041031
경상남도 합천군 쌍백면 대곡리,2,25,259,33,21,45,4889042021
경상남도 합천군 쌍백면 평구리,19,78,126,20,140,106,4889042023
경상남도 합천군 쌍백면 평지리,11,34,163,10,92,106,4889042024
경상남도 합천군 쌍책면 오서리,32,30,149,36,72,54,4889037030
경상남도 합천군 덕곡면,111,203,847,292,813,412,4889038000
경상남도 합천군 덕곡면 장리,4,47,227,57,98,50,4889038022
경상남도 합천군 덕곡면 학리,17,30,0,12,28,77,4889038024
경상남도 합천군 덕곡면 율지리,52,16,84,0,7,68,4889038025
경상북도 경주시 감포읍 노동리,1,22,51,70,232,63,4713025026
경상북도 경주시 감포읍 호동리,6,7,274,36,113,30,4713025028
경기도 성남시수정구 심곡동,16,64,22,9,107,82,4113111100
경상북도 포항시남구 장기면 대곡리,13,57,302,44,92,53,4711133041
경상북도 포항시남구 장기면 정천리,5,98,184,49,108,64,4711133043
경상북도 김천시 대덕면,115,584,5061,879,2342,806,4715044000
경상북도 김천시 대덕면 연화리,12,72,533,126,213,96,4715044021
경상북도 김천시 대덕면 외감리,3,10,164,31,217,34,4715044023
경상북도 김천시 대덕면 가례리,23,57,312,59,96,90,4715044025
경상북도 김천시 대덕면 조룡리,6,68,702,141,215,76,4715044026
경상북도 김천시 대덕면 관기리,14,77,204,48,161,104,4715044028
전라남도 영광군 낙월면 오도리,4,2,55,0,1,0,4687038030
전라남도 영광군 법성면 덕흥리,12,151,17,11,23,119,4687037025
경상남도 합천군 초계면 대평리,2,2,0,0,0,79,4889036029
경상남도 합천군 초계면 유하리,6,4,0,0,0,70,4889036030
경상남도 합천군 쌍책면,189,389,1156,369,1274,557,4889037000
경기도 광주시 경안동,8,62,3,9,33,29,4161010100
울산광역시 울주군 온양읍 삼광리,9,26,241,53,152,100,3171025626
충청남도 논산시 상월면 학당리,6,54,0,37,26,77,4423034030
충청남도 논산시 상월면 주곡리,9,40,12,37,39,86,4423034031
충청남도 논산시 상월면 한천리,8,79,10,30,53,167,4423034032
충청남도 논산시 부적면,250,725,17,354,150,1602,4423035000
충청남도 논산시 부적면 마구평리,0,33,0,0,0,151,4423035021
경상북도 안동시 풍산읍 회곡리,43,70,1,157,94,82,4717025026
경상북도 안동시 풍산읍 계평리,101,48,0,30,181,85,4717025027
경상북도 안동시 풍산읍 수곡리,14,84,7,169,177,101,4717025029
경기도 화성시,3304,14682,7103,9204,10761,23811,4159000000
경기도 광주시 도척면 상림리,17,119,540,11,404,53,4161033025
전라남도 함평군 월야면 예덕리,6,164,1,12,11,97,4686038028
전라남도 함평군 엄다면 송로리,8,162,0,6,21,103,4686034022
경상북도 안동시 예안면 삼계리,56,85,627,80,384,24,4717041026
경상북도 안동시 예안면 도촌리,0,77,1507,166,68,5,4717041027
경상북도 안동시 임동면 갈전리,36,53,438,69,263,43,4717040024
경기도 화성시 마도면 고모리,24,55,17,34,44,73,4159033030
경기도 화성시 송산면 사강리,0,145,1,35,32,97,4159034021
경기도 화성시 송산면 봉가리,0,40,2,38,20,73,4159034022
경기도 화성시 비봉면 구포리,5,158,0,35,7,163,4159032025
경상남도 고성군 고성읍,102,688,784,463,832,1542,4882025000
경상북도 구미시 공단동,219,316,0,26,19,642,4719011300
경상북도 구미시 옥성면 산촌리,8,44,98,81,281,96,4719032026
경상북도 구미시 옥성면 태봉리,2,38,166,52,171,51,4719032027
전라남도 영암군 학산면 학계리,12,89,227,15,280,87,4683038024
전라남도 강진군 강진읍 서산리,24,81,477,98,98,182,4681025035
경상북도 경주시 감포읍 오류리,28,98,704,95,251,125,4713025025
경상북도 의성군 다인면 덕지리,16,69,72,178,263,218,4773044042
경상북도 의성군 다인면 덕미리,6,73,110,194,251,129,4773044043
경상북도 상주시 화서면 하송리,55,55,1134,22,400,47,4725041031
경상북도 상주시 화동면 어산리,12,61,653,124,282,91,4725040024
경상북도 상주시 화동면 신촌리,20,74,25,63,82,161,4725040025
경상북도 상주시 화동면 보미리,11,55,120,63,223,75,4725040027
경상북도 상주시 화동면 양지리,8,56,100,43,139,73,4725040028
경상북도 상주시 화서면,112,657,2261,408,1528,981,4725041000
경상북도 상주시 화서면 신봉리,0,41,11,18,52,53,4725041021
경상북도 상주시 화서면 달천리,4,49,0,13,11,82,4725041023
경상남도 남해군 삼동면 동천리,11,45,79,42,311,139,4884033024
경상남도 남해군 삼동면 봉화리,38,66,1268,88,496,154,4884033025
경상남도 남해군 미조면,37,72,387,137,884,56,4884034000
경상남도 남해군 미조면 송정리,8,53,366,85,636,47,4884034021
경상북도 경주시 현곡면 하구리,12,79,70,46,103,223,4713036023
경상북도 경주시 현곡면 무과리,9,21,37,2,68,68,4713036025
경상북도 경주시 현곡면 남사리,25,20,402,55,158,63,4713036026
경상북도 경주시 현곡면 래태리,18,38,549,67,104,60,4713036028
경상북도 경주시 산내면 의곡리,11,66,199,16,82,66,4713034026
경상북도 경주시 산내면 내일리,38,72,871,57,650,116,4713034027
경상북도 경주시 산내면 우라리,4,35,560,60,421,66,4713034028
경상북도 경주시 서면,167,510,1833,422,1348,902,4713035000
경상북도 경주시 서면 천촌리,10,45,377,48,86,105,4713035021
경상북도 안동시 서부동,0,3,0,0,0,0,4717010200
경상북도 경주시 내남면 안심리,10,53,610,84,186,111,4713033031
경상북도 경주시 내남면 박달리,54,95,1035,249,663,133,4713033032
경상남도 합천군 율곡면 문림리,36,44,30,27,55,54,4889035030
경상남도 합천군 율곡면 본천리,3,51,415,46,121,81,4889035031
경상남도 합천군 율곡면 제내리,144,54,113,14,68,67,4889035033
경상남도 합천군 율곡면 임북리,204,52,8,39,114,117,4889035034
경상남도 합천군 초계면 아막리,0,22,41,18,29,6,4889036021
경상남도 합천군 가야면 황산리,9,30,214,125,176,68,4889033031
경상남도 합천군 가야면 야천리,4,32,166,44,296,63,4889033032
경상남도 합천군 가야면 구원리,70,15,341,57,131,20,4889033033
경상남도 합천군 야로면,120,224,2129,337,1157,806,4889034000
경상남도 합천군 야로면 덕암리,18,17,207,26,64,54,4889034021
경상남도 합천군 야로면 정대리,37,34,179,47,122,76,4889034023
경상남도 사천시 축동면,77,412,136,512,704,487,4824034000
경상남도 사천시 축동면 배춘리,3,88,0,25,14,110,4824034021
경상남도 사천시 축동면 길평리,2,54,0,22,0,32,4824034022
경상남도 사천시 축동면 탑리,5,38,69,145,126,79,4824034024
경상남도 사천시 용현면,112,399,522,260,500,996,4824033000
경상남도 거제시 남부면 다대리,7,11,280,28,110,29,4831033024
경상남도 거제시 남부면 갈곶리,13,5,152,31,124,0,4831033025
경상남도 거제시 거제면,102,252,1001,350,1193,825,4831034000
경상남도 거제시 거제면 법동리,11,47,191,113,182,64,4831034021
경상남도 거제시 거제면 내간리,4,37,186,47,145,80,4831034023
경상남도 거제시 연초면 천곡리,0,6,22,32,104,51,4831037029
경상남도 거창군 남하면 무릉리,37,77,453,75,114,116,4888038021
경상남도 거창군 남하면 둔마리,3,62,273,163,308,89,4888038023
경상남도 거창군 남하면 지산리,21,90,513,180,294,147,4888038024
경상북도 포항시남구 장기면 신창리,8,41,54,33,43,64,4711133025
경상북도 포항시남구 장기면 계원리,2,57,254,44,52,35,4711133027
경상북도 포항시남구 장기면 수성리,39,84,752,66,241,70,4711133029
경상북도 포항시남구 장기면 임중리,13,32,118,22,95,79,4711133030
경상북도 포항시남구 장기면 산서리,44,90,864,85,327,86,4711133032
경상북도 포항시남구 장기면 금오리,2,31,76,12,108,61,4711133034
경상북도 포항시북구 장성동,6,85,49,19,268,99,4711312100
경상북도 포항시북구 양덕동,11,75,3,65,290,153,4711312200
경상북도 경주시 외동읍 개곡리,19,157,215,71,242,164,4713025928
