bjd_Nm,etc_Area,field_Grade1_Area,field_Grade2_Area,field_Grade3_Area,field_Grade4_Area,field_Grade5_Area,stdg_Cd
경상북도 영덕군 남정면 쟁암리,2,0,0,20,34,529,4777032041
경상북도 영덕군 남정면 남정리,6,1,50,35,14,230,4777032046
경상북도 영덕군 남정면 구계리,5,0,10,15,39,277,4777032048
경상북도 영덕군 달산면 흥기리,29,0,93,49,46,469,4777033035
경상북도 영덕군 달산면 옥산리,24,0,40,80,60,648,4777033037
경상북도 영덕군 달산면 덕산리,9,0,28,34,67,580,4777033040
경상북도 영덕군 달산면 옥계리,16,0,0,19,14,286,4777033042
경상북도 영덕군 지품면 눌곡리,11,0,12,14,56,276,4777034042
경상북도 영덕군 지품면 낙평리,26,2,48,29,74,590,4777034045
경상북도 영덕군 지품면 원전리,3,0,18,25,50,344,4777034048
경상북도 영덕군 지품면 기사리,4,0,13,36,95,1009,4777034050
경기도 가평군 청평면,683,194,344,618,543,8834,4182032500
경기도 가평군 청평면 청평리,111,56,92,39,74,448,4182032521
경기도 가평군 청평면 상천리,23,16,110,209,180,2258,4182032522
경상북도 영덕군 창수면 갈천리,11,0,40,58,58,1224,4777038038
경상북도 영덕군 창수면 미곡리,39,9,33,63,128,788,4777038040
충청북도 증평군 도안면 도당리,20,3,42,78,62,178,4374531027
서울특별시 종로구 옥인동,0,0,2,2,8,29,1111011100
서울특별시 종로구 사직동,0,0,2,8,5,14,1111011500
서울특별시 종로구 신문로1가,0,0,7,0,0,0,1111012000
서울특별시 종로구 서린동,0,0,5,0,0,0,1111012300
서울특별시 종로구 공평동,0,0,4,0,0,0,1111012700
서울특별시 종로구 관철동,0,0,8,0,0,0,1111013500
서울특별시 종로구 송현동,0,0,5,0,0,0,1111014500
서울특별시 종로구 원서동,0,2,0,7,0,7,1111014900
서울특별시 종로구 장사동,0,0,6,0,0,0,1111015400
서울특별시 종로구 종로4가,0,0,4,0,0,0,1111016100
서울특별시 종로구 종로6가,0,0,12,0,0,3,1111016400
서울특별시 종로구 명륜1가,0,0,0,12,4,3,1111017000
충청북도 음성군 생극면 관성리,19,0,63,128,132,266,4377036024
충청북도 음성군 생극면 송곡리,12,3,35,47,32,94,4377036026
충청북도 음성군 생극면 차평리,28,1,118,58,31,87,4377036029
충청북도 음성군 감곡면,203,81,963,1379,820,3504,4377037000
충청북도 음성군 감곡면 오향리,18,5,130,168,90,347,4377037021
충청북도 음성군 감곡면 원당리,42,5,151,77,45,47,4377037023
충청북도 음성군 감곡면 영산리,15,0,22,155,114,370,4377037026
충청북도 음성군 감곡면 단평리,18,5,104,90,50,164,4377037032
충청북도 단양군 단양읍 심곡리,9,0,8,25,7,307,4380025023
충청북도 단양군 단양읍 도전리,8,0,0,36,1,7,4380025026
충청북도 단양군 단양읍 장현리,0,0,2,35,15,221,4380025030
울산광역시 중구 학성동,7,0,12,35,14,25,3111010100
울산광역시 중구 성남동,17,0,28,4,0,0,3111010600
울산광역시 중구 태화동,25,4,24,102,52,120,3111011100
울산광역시 중구 서동,1,0,4,50,36,5,3111011400
울산광역시 남구 무거동,28,5,133,147,50,226,3114010100
울산광역시 남구 야음동,19,0,5,63,118,127,3114010800
울산광역시 남구 황성동,46,0,81,40,8,42,3114011400
울산광역시 남구 용잠동,32,0,24,103,31,158,3114011700
울산광역시 남구 매암동,131,0,16,24,27,214,3114011900
울산광역시 동구 화정동,1,0,3,94,138,150,3117010200
울산광역시 동구 주전동,13,0,52,33,150,148,3117010600
울산광역시 북구 창평동,38,2,122,97,52,253,3120010100
경기도 파주시 조리읍 대원리,23,20,170,159,30,0,4148026227
경기도 파주시 월롱면,8,0,42,65,88,81,4148031000
경기도 파주시 월롱면 영태리,0,0,17,38,47,14,4148031025
경기도 파주시 광탄면 분수리,0,0,64,218,51,303,4148035021
경기도 파주시 광탄면 창만리,51,24,72,125,212,179,4148035025
경기도 파주시 광탄면 기산리,29,0,28,58,6,552,4148035028
충청남도 서산시 음암면 부장리,12,0,31,149,173,0,4421037030
충청남도 서산시 운산면 용현리,21,0,99,93,203,1101,4421038022
충청남도 서산시 운산면 원평리,1,0,61,68,77,495,4421038025
충청남도 서산시 운산면 고산리,4,0,22,86,56,197,4421038028
충청남도 서산시 운산면 수당리,16,3,37,52,26,160,4421038030
충청남도 서산시 운산면 갈산리,0,0,113,119,141,127,4421038033
충청남도 서산시 운산면 소중리,24,0,42,147,20,1,4421038036
충청남도 서산시 운산면 상성리,10,0,94,115,0,0,4421038037
충청남도 서산시 운산면 거성리,9,0,165,220,38,0,4421038039
충청남도 서산시 해미면 휴암리,8,6,16,30,17,40,4421039022
충청남도 서산시 해미면 황락리,6,2,8,107,55,366,4421039025
경기도 하남시 광암동,0,0,32,66,30,141,4145012400
전라남도 완도군 금일읍 동백리,2,0,12,32,58,71,4689025327
전라남도 완도군 노화읍 고막리,5,0,22,42,169,21,4689025624
전라남도 완도군 노화읍 동천리,5,0,30,52,106,109,4689025627
전라남도 완도군 군외면 불목리,12,0,52,89,138,315,4689031022
전라남도 완도군 군외면 신학리,5,0,110,42,38,233,4689031025
전라남도 완도군 군외면 당인리,16,0,18,94,32,499,4689031028
전라남도 완도군 신지면 대곡리,7,0,29,160,186,194,4689032022
전라남도 완도군 고금면 회룡리,5,0,35,88,58,187,4689033025
전라남도 완도군 고금면 세동리,123,0,18,134,189,268,4689033028
경기도 오산시 금암동,0,0,18,57,79,52,4137010700
경기도 오산시 내삼미동,0,0,28,74,99,48,4137011000
경기도 오산시 지곶동,2,0,13,80,119,129,4137011400
경기도 오산시 벌음동,1,0,22,50,9,11,4137011700
경기도 오산시 가수동,10,5,28,43,3,12,4137012100
경기도 시흥시 신천동,5,0,83,164,20,71,4139010200
경기도 시흥시 은행동,11,0,53,153,85,9,4139010600
경상북도 의성군 금성면 대리리,15,28,120,53,16,0,4773037037
경상북도 의성군 금성면 운곡리,11,2,24,85,42,355,4773037040
경상북도 의성군 금성면 하리,15,1,15,145,47,323,4773037042
경기도 이천시 설성면,110,10,524,1899,892,1746,4150037000
경기도 이천시 설성면 암산리,5,0,58,124,74,145,4150037028
경기도 이천시 설성면 상봉리,9,5,35,183,64,79,4150037030
경기도 이천시 율면 고당리,21,0,54,178,48,73,4150038021
경기도 이천시 율면 북두리,17,0,34,84,7,19,4150038024
경기도 이천시 율면 오성리,3,1,31,110,85,128,4150038028
경기도 안성시,1945,320,4848,15900,9395,22927,4155000000
경기도 안성시 영동,0,0,5,0,0,0,4155010300
경기도 안성시 명륜동,0,0,1,10,1,16,4155010700
경기도 안성시 창전동,0,0,3,0,0,0,4155011000
경기도 안성시 연지동,0,0,4,1,0,0,4155011500
경기도 안성시 금석동,2,0,7,57,10,53,4155012000
경기도 안성시 사곡동,2,0,27,60,78,74,4155012300
경상남도 창녕군 대합면 등지리,4,0,12,144,51,77,4874033022
강원특별자치도 평창군 봉평면 원길리,38,11,103,59,132,982,5176034028
강원특별자치도 평창군 봉평면 덕거리,20,1,106,33,27,3167,5176034029
강원특별자치도 평창군 용평면,256,72,287,117,490,12287,5176035000
강원특별자치도 평창군 용평면 용전리,16,13,31,5,56,689,5176035021
강원특별자치도 평창군 용평면 이목정리,35,8,32,9,56,1583,5176035022
강원특별자치도 평창군 용평면 속사리,36,30,52,31,94,1825,5176035023
강원특별자치도 평창군 용평면 노동리,16,0,3,2,71,3100,5176035024
강원특별자치도 평창군 용평면 도사리,16,0,22,18,78,2062,5176035025
강원특별자치도 평창군 용평면 백옥포리,49,7,80,14,53,612,5176035026
강원특별자치도 평창군 용평면 장평리,16,15,52,16,40,887,5176035027
강원특별자치도 평창군 용평면 재산리,71,1,15,21,43,1530,5176035028
강원특별자치도 평창군 진부면,601,279,592,523,1372,29888,5176036000
강원특별자치도 평창군 진부면 하진부리,68,36,92,38,143,1156,5176036021
강원특별자치도 평창군 진부면 상진부리,23,15,64,32,125,843,5176036022
강원특별자치도 평창군 진부면 송정리,50,19,127,134,159,1274,5176036023
강원특별자치도 평창군 진부면 두일리,14,21,12,5,97,1359,5176036024
강원특별자치도 평창군 진부면 척천리,20,0,0,2,53,1594,5176036025
강원특별자치도 평창군 진부면 탑동리,8,0,0,0,34,1296,5176036026
강원특별자치도 평창군 진부면 동산리,49,22,0,7,115,6072,5176036027
강원특별자치도 평창군 진부면 간평리,74,144,35,13,110,632,5176036028
강원특별자치도 평창군 진부면 상월오개리,0,0,19,55,103,774,5176036029
강원특별자치도 평창군 진부면 거문리,19,0,48,33,56,980,5176036030
강원특별자치도 평창군 진부면 신기리,10,0,38,24,16,965,5176036031
강원특별자치도 평창군 진부면 봉산리,6,0,23,25,53,3601,5176036032
강원특별자치도 평창군 진부면 마평리,39,12,42,49,51,1522,5176036033
강원특별자치도 평창군 진부면 수항리,75,10,43,38,71,1369,5176036034
강원특별자치도 평창군 진부면 화의리,2,0,3,24,47,1629,5176036035
강원특별자치도 평창군 진부면 막동리,120,0,4,20,25,1596,5176036036
강원특별자치도 평창군 진부면 장전리,1,0,0,9,34,2439,5176036037
강원특별자치도 평창군 진부면 호명리,20,0,41,15,78,789,5176036038
강원특별자치도 평창군 대관령면,378,98,492,596,2284,18195,5176038000
강원특별자치도 평창군 대관령면 유천리,20,31,40,20,257,2884,5176038021
강원특별자치도 평창군 대관령면 병내리,20,0,4,6,134,3655,5176038022
강원특별자치도 평창군 대관령면 차항리,15,3,76,73,290,2142,5176038023
강원특별자치도 평창군 대관령면 횡계리,69,54,192,249,939,4685,5176038024
강원특별자치도 평창군 대관령면 수하리,237,10,47,104,216,2574,5176038025
강원특별자치도 평창군 대관령면 용산리,16,0,133,146,449,2256,5176038026
강원특별자치도 정선군,2606,194,2403,4494,5900,106393,5177000000
강원특별자치도 정선군 정선읍,715,51,285,903,1217,18282,5177025000
강원특별자치도 정선군 정선읍 봉양리,81,1,2,43,107,823,5177025021
강원특별자치도 정선군 정선읍 북실리,45,1,31,44,68,1266,5177025022
강원특별자치도 정선군 정선읍 덕송리,56,10,9,46,136,579,5177025023
강원특별자치도 정선군 정선읍 애산리,75,9,14,58,111,908,5177025024
강원특별자치도 정선군 정선읍 신월리,37,2,49,63,65,940,5177025025
강원특별자치도 정선군 정선읍 덕우리,48,1,16,49,53,1227,5177025026
강원특별자치도 정선군 정선읍 여탄리,18,0,14,57,31,980,5177025027
강원특별자치도 정선군 정선읍 회동리,34,0,45,99,162,4123,5177025028
강원특별자치도 정선군 정선읍 용탄리,76,7,62,204,198,2491,5177025029
강원특별자치도 정선군 정선읍 광하리,55,5,31,118,130,1549,5177025030
강원특별자치도 정선군 정선읍 귤암리,94,1,1,81,41,1922,5177025031
강원특별자치도 정선군 정선읍 가수리,96,13,11,41,117,1473,5177025032
강원특별자치도 정선군 고한읍,27,0,42,208,162,4806,5177025300
강원특별자치도 정선군 고한읍 고한리,27,0,42,208,162,4806,5177025321
강원특별자치도 정선군 사북읍,23,0,90,136,211,4252,5177025600
강원특별자치도 정선군 사북읍 직전리,0,0,26,67,86,1338,5177025621
강원특별자치도 정선군 사북읍 사북리,23,0,64,70,125,2914,5177025622
강원특별자치도 정선군 신동읍,273,5,250,409,698,10263,5177025900
강원특별자치도 정선군 신동읍 예미리,19,3,78,50,56,1033,5177025921
강원특별자치도 정선군 신동읍 천포리,11,2,10,25,52,584,5177025922
강원특별자치도 정선군 신동읍 조동리,17,0,72,74,65,1250,5177025923
강원특별자치도 정선군 신동읍 방제리,14,0,2,46,143,2016,5177025924
강원특별자치도 정선군 신동읍 가사리,4,0,13,47,17,1141,5177025925
강원특별자치도 정선군 신동읍 고성리,11,0,23,52,85,1191,5177025926
강원특별자치도 정선군 신동읍 덕천리,117,0,25,40,166,605,5177025927
강원특별자치도 정선군 신동읍 운치리,80,0,26,74,114,2444,5177025928
강원특별자치도 정선군 남면,232,8,172,305,432,11928,5177032000
강원특별자치도 정선군 남면 문곡리,35,1,37,62,82,2632,5177032021
강원특별자치도 정선군 남면 무릉리,53,0,58,115,68,3016,5177032022
강원특별자치도 정선군 남면 유평리,32,0,21,28,116,2084,5177032023
강원특별자치도 정선군 남면 낙동리,72,7,44,24,75,1557,5177032024
강원특별자치도 정선군 남면 광덕리,40,0,11,76,93,2640,5177032025
강원특별자치도 정선군 북평면,323,49,331,291,615,12430,5177034000
강원특별자치도 정선군 북평면 장열리,70,3,64,20,100,578,5177034021
강원특별자치도 정선군 북평면 북평리,55,9,81,80,136,2852,5177034022
강원특별자치도 정선군 북평면 남평리,60,19,134,16,160,545,5177034023
강원특별자치도 정선군 북평면 문곡리,27,0,1,27,11,874,5177034024
강원특별자치도 정선군 북평면 나전리,59,17,8,35,98,1831,5177034025
강원특별자치도 정선군 북평면 숙암리,51,0,42,112,111,5750,5177034026
강원특별자치도 정선군 임계면,551,31,731,1338,1474,20265,5177035000
강원특별자치도 정선군 임계면 가목리,18,0,27,138,63,2343,5177035021
강원특별자치도 정선군 임계면 도전리,31,9,11,57,198,2355,5177035022
대구광역시 군위군,1751,1277,2476,6692,7018,42161,2772000000
대구광역시 군위군 군위읍,359,443,244,1304,1199,4819,2772025000
대구광역시 군위군 군위읍 동부리,5,20,24,74,28,144,2772025021
대구광역시 군위군 군위읍 서부리,32,37,13,39,1,0,2772025022
대구광역시 군위군 군위읍 금구리,34,23,33,83,47,256,2772025023
대구광역시 군위군 군위읍 무성리,50,38,27,66,63,174,2772025024
대구광역시 군위군 군위읍 수서리,41,42,14,153,234,653,2772025025
대구광역시 군위군 군위읍 사직리,13,31,14,63,21,245,2772025026
대구광역시 군위군 군위읍 내량리,55,101,18,88,75,309,2772025027
대구광역시 군위군 군위읍 외량리,25,18,4,99,98,85,2772025028
대구광역시 군위군 군위읍 삽령리,19,46,9,26,70,39,2772025029
대구광역시 군위군 군위읍 대북리,9,1,0,114,136,99,2772025030
대구광역시 군위군 군위읍 오곡리,4,0,16,61,70,313,2772025031
대구광역시 군위군 군위읍 정리,11,47,9,92,37,137,2772025032
대구광역시 군위군 군위읍 하곡리,9,13,15,45,55,292,2772025033
대구광역시 군위군 군위읍 용대리,6,0,5,82,40,455,2772025034
대구광역시 군위군 군위읍 상곡리,5,2,4,59,70,596,2772025035
대구광역시 군위군 군위읍 광현리,11,13,23,86,83,775,2772025036
대구광역시 군위군 군위읍 대흥리,30,13,18,73,70,244,2772025037
대구광역시 군위군 소보면,319,173,314,1301,1297,6588,2772031000
대구광역시 군위군 소보면 사리리,30,24,27,84,45,304,2772031021
대구광역시 군위군 소보면 보현리,4,0,8,85,82,599,2772031022
대구광역시 군위군 소보면 복성리,42,12,40,109,67,228,2772031023
대구광역시 군위군 소보면 위성리,40,17,31,115,127,645,2772031024
대구광역시 군위군 소보면 달산리,13,5,7,125,231,796,2772031025
대구광역시 군위군 소보면 송원리,16,7,37,98,32,237,2772031026
대구광역시 군위군 소보면 신계리,9,4,12,48,33,69,2772031027
대구광역시 군위군 소보면 도산리,14,9,24,132,93,868,2772031028
대구광역시 군위군 소보면 서경리,7,1,15,72,46,289,2772031029
대구광역시 군위군 소보면 평호리,10,2,11,87,63,720,2772031030
대구광역시 군위군 소보면 산법리,16,0,8,45,50,647,2772031031
대구광역시 군위군 소보면 내의리,37,12,48,143,232,534,2772031032
대구광역시 군위군 소보면 봉황리,59,55,34,103,133,429,2772031033
대구광역시 군위군 소보면 봉소리,23,25,13,56,64,224,2772031034
대구광역시 군위군 효령면,314,216,406,922,1054,6935,2772032000
대구광역시 군위군 효령면 노행리,9,1,29,69,120,600,2772032021
대구광역시 군위군 효령면 오천리,14,14,11,24,23,197,2772032022
대구광역시 군위군 효령면 성리,20,15,19,63,50,418,2772032023
대구광역시 군위군 효령면 병수리,49,28,23,60,43,348,2772032024
대구광역시 군위군 효령면 불로리,14,22,30,34,69,155,2772032025
대구광역시 군위군 효령면 내리리,12,1,6,62,146,357,2772032026
대구광역시 군위군 효령면 중구리,20,35,18,50,24,389,2772032027
대구광역시 군위군 효령면 거매리,24,13,8,47,19,301,2772032028
대구광역시 군위군 효령면 장군리,11,5,14,108,77,377,2772032029
대구광역시 군위군 효령면 장기리,37,22,34,67,40,478,2772032030
대구광역시 군위군 효령면 금매리,36,19,52,70,76,675,2772032031
대구광역시 군위군 효령면 화계리,19,6,26,87,76,429,2772032032
대구광역시 군위군 효령면 마시리,12,14,46,64,70,663,2772032033
대구광역시 군위군 효령면 매곡리,10,2,48,51,103,1061,2772032034
대구광역시 군위군 효령면 고곡리,26,16,47,64,118,483,2772032035
대구광역시 군위군 부계면,93,63,172,622,916,4618,2772033000
대구광역시 군위군 부계면 창평리,18,10,43,121,101,442,2772033021
대구광역시 군위군 부계면 가호리,14,6,29,53,58,613,2772033022
대구광역시 군위군 부계면 춘산리,10,8,20,31,102,557,2772033023
대구광역시 군위군 부계면 대율리,16,26,16,105,98,288,2772033024
대구광역시 군위군 부계면 동산리,7,0,7,93,212,1031,2772033025
대구광역시 군위군 부계면 남산리,11,0,13,96,254,916,2772033026
대구광역시 군위군 부계면 명산리,3,0,24,18,25,293,2772033027
대구광역시 군위군 부계면 신화리,14,13,18,104,65,477,2772033028
대구광역시 군위군 우보면,203,108,363,728,463,4179,2772034000
대구광역시 군위군 우보면 나호리,55,25,25,76,92,465,2772034021
대구광역시 군위군 우보면 이화리,34,35,49,112,32,365,2772034022
대구광역시 군위군 우보면 두북리,3,0,16,61,48,333,2772034023
대구광역시 군위군 우보면 선곡리,7,4,30,78,12,331,2772034024
대구광역시 군위군 우보면 미성리,26,14,50,68,26,205,2772034025
대구광역시 군위군 우보면 모산리,23,8,39,94,51,412,2772034026
대구광역시 군위군 우보면 문덕리,20,10,49,72,49,388,2772034027
대구광역시 군위군 우보면 달산리,9,0,51,108,107,1263,2772034028
대구광역시 군위군 우보면 봉산리,24,13,53,61,46,417,2772034029
대구광역시 군위군 의흥면,229,214,456,743,351,3466,2772035000
대구광역시 군위군 의흥면 읍내리,15,1,35,50,16,194,2772035021
대구광역시 군위군 의흥면 수북리,7,9,44,109,29,579,2772035022
대구광역시 군위군 의흥면 수서리,24,39,26,33,7,87,2772035023
대구광역시 군위군 의흥면 이지리,42,45,71,89,56,425,2772035024
대구광역시 군위군 의흥면 파전리,18,22,17,48,4,111,2772035025
대구광역시 군위군 의흥면 신덕리,14,0,14,84,76,605,2772035026
대구광역시 군위군 의흥면 지호리,28,2,37,79,73,580,2772035027
대구광역시 군위군 의흥면 연계리,13,41,58,61,12,201,2772035028
대구광역시 군위군 의흥면 매성리,10,21,40,40,17,146,2772035029
대구광역시 군위군 의흥면 원산리,31,20,82,78,27,224,2772035030
대구광역시 군위군 의흥면 금양리,27,14,30,75,34,310,2772035031
대구광역시 군위군 산성면,79,17,280,484,235,2606,2772036000
대구광역시 군위군 산성면 백학리,15,2,15,93,47,609,2772036021
대구광역시 군위군 산성면 삼산리,11,6,33,70,6,177,2772036022
대구광역시 군위군 산성면 봉림리,9,3,43,43,18,406,2772036023
강원특별자치도 정선군 임계면 직원리,23,2,94,143,52,1456,5177035023
강원특별자치도 정선군 임계면 임계리,73,10,141,256,317,2894,5177035024
강원특별자치도 정선군 임계면 송계리,38,0,75,84,120,1213,5177035025
강원특별자치도 정선군 임계면 봉산리,79,10,42,106,121,804,5177035026
강원특별자치도 정선군 임계면 낙천리,81,0,87,132,108,1373,5177035027
강원특별자치도 정선군 임계면 용산리,55,0,88,86,132,1609,5177035028
강원특별자치도 정선군 임계면 덕암리,16,0,20,91,80,1550,5177035030
강원특별자치도 정선군 임계면 고양리,18,0,24,95,36,2000,5177035031
강원특별자치도 정선군 임계면 반천리,61,0,57,77,121,1544,5177035032
강원특별자치도 정선군 임계면 문래리,60,0,64,72,125,1124,5177035034
강원특별자치도 정선군 화암면,202,13,319,591,477,11965,5177036000
강원특별자치도 정선군 화암면 화암리,48,0,82,122,58,2579,5177036021
강원특별자치도 정선군 화암면 석곡리,58,13,60,91,100,1695,5177036022
강원특별자치도 정선군 화암면 북동리,28,0,14,121,45,2595,5177036023
강원특별자치도 정선군 화암면 몰운리,20,0,43,56,33,1374,5177036024
강원특별자치도 정선군 화암면 건천리,3,0,37,76,120,919,5177036025
강원특별자치도 정선군 화암면 호촌리,26,0,44,51,53,869,5177036026
강원특별자치도 정선군 화암면 백전리,19,0,39,73,67,1933,5177036027
강원특별자치도 정선군 여량면,260,38,181,313,616,12201,5177037000
강원특별자치도 정선군 여량면 여량리,73,19,79,34,114,1217,5177037021
강원특별자치도 정선군 여량면 유천리,54,14,38,74,184,3321,5177037022
강원특별자치도 정선군 여량면 구절리,49,0,31,77,122,4017,5177037023
강원특별자치도 정선군 여량면 남곡리,1,0,3,12,31,812,5177037024
강원특별자치도 정선군 여량면 고양리,11,0,13,75,73,1840,5177037025
강원특별자치도 정선군 여량면 봉정리,72,5,16,41,90,994,5177037026
강원특별자치도 철원군,1742,414,10591,6293,6132,34955,5178000000
강원특별자치도 철원군 철원읍,71,0,1496,818,985,2415,5178025000
강원특별자치도 철원군 철원읍 화지리,10,0,176,89,40,292,5178025021
강원특별자치도 철원군 철원읍 관전리,0,0,6,26,7,33,5178025022
강원특별자치도 철원군 철원읍 월하리,1,0,15,20,6,8,5178025023
강원특별자치도 철원군 철원읍 사요리,6,0,380,96,251,69,5178025024
강원특별자치도 철원군 철원읍 외촌리,0,0,163,28,94,1,5178025025
강원특별자치도 철원군 철원읍 율이리,20,0,70,188,290,1236,5178025026
강원특별자치도 철원군 철원읍 내포리,4,0,332,8,86,0,5178025027
강원특별자치도 철원군 철원읍 중리,1,0,33,28,20,17,5178025028
강원특별자치도 철원군 철원읍 대마리,20,0,166,246,134,694,5178025029
강원특별자치도 철원군 철원읍 중세리,1,0,70,64,32,61,5178025030
강원특별자치도 철원군 철원읍 산명리,8,0,86,26,24,4,5178025031
강원특별자치도 철원군 철원읍 유정리,0,0,0,0,0,0,5178025033
강원특별자치도 철원군 김화읍,355,115,1166,789,586,4710,5178025300
강원특별자치도 철원군 김화읍 학사리,41,24,93,140,39,487,5178025321
강원특별자치도 철원군 김화읍 읍내리,7,0,35,120,114,932,5178025322
강원특별자치도 철원군 김화읍 생창리,8,0,35,40,18,110,5178025323
강원특별자치도 철원군 김화읍 암정리,12,0,34,21,11,76,5178025324
강원특별자치도 철원군 김화읍 운장리,32,0,94,10,29,57,5178025325
강원특별자치도 철원군 김화읍 용양리,40,0,73,51,121,177,5178025326
강원특별자치도 철원군 김화읍 감봉리,5,0,0,5,46,60,5178025327
전북특별자치도 익산시 성당면 두동리,5,0,33,253,101,123,5214035025
전북특별자치도 익산시 성당면 성당리,34,0,24,92,29,8,5214035026
전북특별자치도 익산시 성당면 부곡리,35,0,8,66,7,13,5214035027
전북특별자치도 익산시 용안면,285,0,267,1341,559,124,5214036000
전북특별자치도 익산시 용안면 교동리,8,0,34,69,33,8,5214036021
전북특별자치도 익산시 용안면 덕용리,24,0,23,207,60,23,5214036022
전북특별자치도 익산시 용안면 중신리,1,0,32,35,64,3,5214036023
전북특별자치도 익산시 용안면 창리,4,0,20,196,32,9,5214036024
전북특별자치도 익산시 용안면 용두리,102,0,22,53,119,27,5214036025
전북특별자치도 익산시 용안면 법성리,41,0,32,111,62,8,5214036026
전북특별자치도 익산시 용안면 석동리,41,0,35,154,18,8,5214036027
전북특별자치도 익산시 용안면 난포리,43,0,26,212,11,30,5214036028
전북특별자치도 익산시 용안면 송산리,15,0,9,136,63,0,5214036029
전북특별자치도 익산시 용안면 동지산리,3,0,11,110,10,0,5214036030
전북특별자치도 익산시 용안면 칠목리,3,0,23,59,86,8,5214036031
전북특별자치도 익산시 낭산면,74,0,319,1819,616,660,5214037000
전북특별자치도 익산시 낭산면 삼담리,8,0,94,372,113,36,5214037021
전북특별자치도 익산시 낭산면 호암리,3,0,21,98,4,28,5214037022
전북특별자치도 익산시 낭산면 석천리,11,0,50,447,104,166,5214037023
전북특별자치도 익산시 낭산면 낭산리,21,0,29,196,141,195,5214037024
전북특별자치도 익산시 낭산면 성남리,6,0,37,189,44,56,5214037025
전북특별자치도 익산시 낭산면 구평리,13,0,21,256,60,155,5214037026
전북특별자치도 익산시 낭산면 용기리,10,0,68,263,151,23,5214037027
전북특별자치도 익산시 망성면 신작리,10,0,48,258,45,8,5214038021
전북특별자치도 익산시 망성면 화산리,137,0,83,459,109,24,5214038022
전북특별자치도 익산시 망성면 장선리,1,0,33,207,54,18,5214038023
전북특별자치도 익산시 망성면 어량리,3,0,113,461,84,61,5214038024
전북특별자치도 익산시 망성면 내촌리,2,0,73,282,5,22,5214038025
전북특별자치도 익산시 망성면 무형리,46,0,70,386,80,9,5214038026
전북특별자치도 익산시 여산면,81,1,227,1421,843,1093,5214039000
대구광역시 군위군 산성면 무암리,12,6,76,59,30,257,2772036024
대구광역시 군위군 산성면 운산리,11,0,29,81,30,324,2772036025
대구광역시 군위군 산성면 화본리,9,1,43,70,62,436,2772036026
대구광역시 군위군 산성면 화전리,13,0,40,68,42,397,2772036027
대구광역시 군위군 삼국유사면,156,42,240,588,1500,8950,2772037000
대구광역시 군위군 삼국유사면 화수리,17,7,8,59,101,524,2772037021
대구광역시 군위군 삼국유사면 화북리,41,1,42,71,274,1280,2772037022
대구광역시 군위군 삼국유사면 괴산리,2,1,39,117,253,617,2772037023
대구광역시 군위군 삼국유사면 학성리,28,15,46,20,118,776,2772037024
대구광역시 군위군 삼국유사면 장곡리,8,1,12,17,78,783,2772037025
대구광역시 군위군 삼국유사면 인곡리,18,7,14,31,80,1054,2772037026
대구광역시 군위군 삼국유사면 양지리,22,10,30,36,66,810,2772037027
대구광역시 군위군 삼국유사면 낙전리,2,0,3,54,104,760,2772037028
대구광역시 군위군 삼국유사면 가암리,4,0,10,70,158,556,2772037029
대구광역시 군위군 삼국유사면 석산리,8,0,24,64,85,773,2772037030
대구광역시 군위군 삼국유사면 학암리,7,0,12,52,185,1018,2772037031
전북특별자치도 익산시 여산면 여산리,5,0,45,87,86,26,5214039021
전북특별자치도 익산시 여산면 제남리,17,1,10,194,172,159,5214039022
전북특별자치도 익산시 여산면 원수리,19,0,30,316,169,370,5214039023
전북특별자치도 익산시 여산면 호산리,6,0,26,180,71,169,5214039024
전북특별자치도 익산시 여산면 태성리,17,0,16,247,226,306,5214039025
전북특별자치도 익산시 여산면 두여리,16,0,101,398,118,61,5214039026
전북특별자치도 익산시 금마면,39,3,478,1229,437,666,5214040000
전북특별자치도 익산시 금마면 동고도리,12,3,101,244,91,40,5214040021
전북특별자치도 익산시 금마면 서고도리,13,0,57,138,23,51,5214040022
전북특별자치도 익산시 금마면 신용리,4,0,43,220,81,255,5214040023
전북특별자치도 정읍시 정우면 우일리,10,4,28,78,13,18,5218038021
전북특별자치도 정읍시 정우면 산북리,13,0,63,229,94,2,5218038022
전북특별자치도 정읍시 정우면 대사리,29,10,44,181,40,46,5218038023
전북특별자치도 정읍시 정우면 화천리,9,0,68,66,5,8,5218038024
전북특별자치도 정읍시 정우면 회룡리,4,0,56,162,37,67,5218038025
전북특별자치도 정읍시 정우면 장순리,4,0,66,262,17,56,5218038026
전북특별자치도 정읍시 정우면 초강리,20,4,31,168,0,23,5218038027
전북특별자치도 정읍시 정우면 대산리,29,11,15,173,7,0,5218038028
전북특별자치도 정읍시 정우면 수금리,1,0,54,227,15,15,5218038030
전북특별자치도 정읍시 정우면 우산리,24,1,90,288,16,46,5218038031
전북특별자치도 정읍시 태인면,196,32,622,1640,558,373,5218039000
전북특별자치도 정읍시 태인면 박산리,5,0,52,172,28,42,5218039021
전북특별자치도 정읍시 태인면 오봉리,16,0,16,154,70,29,5218039022
전북특별자치도 정읍시 태인면 궁사리,27,12,77,150,8,3,5218039023
전북특별자치도 정읍시 태인면 태성리,0,0,39,24,34,9,5218039024
